CUST_NUM,CUST_STAT,CUST_BAL,INV_NO,INV_AMT,CRID,SSN,phone,Email
CUST59327,ACTIVE,68632,INV734819,3104.01,3PG90QXT,740-92-4198,6403961341,e9n8r874@outlook.com
CUST64144,INACTIVE,57627,INV876891,1563.6,0JPGEW1M,154-95-7100,7975453583,k6fo0487@gmail.com
CUST58458,INACTIVE,355747,INV464762,245.94,95X2T83K,970-31-2181,9095890574,xdt9wm58@yahoo.com
CUST19705,INACTIVE,489270,INV931975,111.6,XALTFFSN,607-26-1078,8819868503,dm9rg812@gmail.com
CUST16369,ACTIVE,401858,INV193865,4628.17,80OE51UD,981-57-8188,7996223085,z4g3zg70@outlook.com
CUST88043,INACTIVE,85418,INV120322,1379.84,2MZQ6DXR,399-19-5527,7456167598,e6eo9470@yahoo.com
CUST23882,ACTIVE,49277,INV271503,4407.17,465VS3WF,440-11-1415,8251100965,ydpfcq94@outlook.com
CUST20721,SUSPENDED,237490,INV391909,4265.32,47X7Z0KY,959-31-4104,7084053568,xy32eo86@yahoo.com
CUST62229,INACTIVE,254618,INV637860,1908.58,ZGXL1D6N,148-14-8353,7304674566,0wao3468@outlook.com
CUST13795,ACTIVE,450988,INV524266,3533.41,FIV4ONKZ,971-41-4563,8098418120,1g6s4a58@gmail.com
CUST68920,SUSPENDED,376490,INV274744,715.27,HBINJ55T,122-45-9703,9935815959,2m2cu928@yahoo.com
CUST72929,SUSPENDED,384137,INV533436,772.49,YVO4YTT5,167-29-5765,6208101142,tcgjj114@company.com
CUST25288,SUSPENDED,449438,INV596533,4015.55,ZL3ETSP2,681-23-4376,8188760643,91q20c30@company.com
CUST73526,SUSPENDED,232054,INV655228,3686.94,ZC6XKPDA,616-76-8325,8329831872,du3rqt81@gmail.com
CUST38842,ACTIVE,226704,INV328179,4768.19,KK9EOGMH,963-48-1018,7724520055,xhpmiy79@outlook.com
CUST71065,ACTIVE,371512,INV628537,3663.55,QZKBM8ON,124-76-3485,7690116541,3kwahg78@company.com
CUST46414,SUSPENDED,367005,INV794099,3527.59,GVB11OUZ,777-83-8335,8044490462,hhsnxw81@company.com
CUST63926,ACTIVE,316989,INV985266,653.49,9BSAOYJE,985-30-2150,7686483373,uj3nbx60@company.com
CUST10727,INACTIVE,344494,INV217124,4537.68,8IUHU38R,421-76-5164,7129722672,kyrhoy29@gmail.com
CUST23163,INACTIVE,57473,INV461884,3428.66,E224UJMZ,177-47-4701,7892233505,8rf9xl35@outlook.com
CUST26498,ACTIVE,301841,INV584784,3607.94,SPN4SVLW,190-15-4446,7683362897,vxmzne58@outlook.com
CUST32524,ACTIVE,284601,INV910771,2766.15,3HF02ASA,822-68-8111,7855490796,x2qosl91@yahoo.com
CUST51985,INACTIVE,180563,INV240499,4026.47,9WB4IHE1,107-94-4966,7664220061,xy1wcz72@outlook.com
CUST38197,ACTIVE,442439,INV506498,583.86,45USM8C8,119-44-5486,6951331172,gkdiim66@company.com
CUST69212,INACTIVE,252811,INV702093,3708.42,2Q9MISKZ,201-50-3865,6945509533,t894p841@gmail.com
CUST37483,SUSPENDED,87476,INV646023,2894.44,J6G5PQHK,355-14-7500,8343650539,cw550y59@outlook.com
CUST88633,INACTIVE,257915,INV863728,366.88,VYNTW2JG,935-72-8708,7335342341,x87plf97@outlook.com
CUST57252,SUSPENDED,270445,INV648056,2214.16,WNXV26N0,670-13-5764,6272595420,xvmnrb67@yahoo.com
CUST27840,ACTIVE,377018,INV266804,964.15,IWPOO1NV,582-86-9930,8851518150,c2rkps63@company.com
CUST57011,INACTIVE,269521,INV104785,786.83,EZI2NKZE,154-35-9435,9436074433,0ie6to88@outlook.com
CUST60213,INACTIVE,143932,INV589234,1411.43,Z6YLU1NU,350-90-3106,9348131948,9ikxn994@outlook.com
CUST98771,SUSPENDED,27665,INV184966,3909.17,ZW1D08XM,123-91-3195,6584774415,07roq465@outlook.com
CUST16380,SUSPENDED,301120,INV788247,3899.17,92NDW7DJ,739-61-9655,8438751547,dytank65@company.com
CUST34196,ACTIVE,148363,INV446999,1372.27,FJ4YREJR,243-36-1390,6470677606,5hrxuo69@company.com
CUST68963,INACTIVE,202751,INV719384,3672.44,PSJ7M6JO,159-73-8481,9608277847,jh4cwt45@outlook.com
CUST47113,SUSPENDED,81706,INV542214,3868.0,WQ3AWETS,592-59-8246,9572980305,lgymw515@yahoo.com
CUST50650,SUSPENDED,492110,INV453353,3206.15,K9OJDMN7,853-63-2859,8907049131,x4ogon99@gmail.com
CUST41160,INACTIVE,229965,INV798717,2485.08,NR6MZLMG,724-52-6554,8126669480,h64jav32@yahoo.com
CUST50786,INACTIVE,37672,INV244031,4513.95,ENIOVD03,527-51-6170,9760526890,wt5nut88@gmail.com
CUST91195,INACTIVE,378465,INV232235,3495.26,7W4WBSM7,682-85-5302,6854887634,e0ilgs78@yahoo.com
CUST88197,SUSPENDED,49212,INV908525,1407.15,5GARUC5B,132-85-6953,7931695177,tdre3t29@outlook.com
CUST58010,ACTIVE,439359,INV182061,2194.12,SXK6R5X5,566-15-5100,9226552893,8qzsmp28@company.com
CUST44447,ACTIVE,325911,INV314983,2356.84,ZVQNTVXD,264-50-6791,7960685899,ndun0362@gmail.com
CUST99029,SUSPENDED,236144,INV598902,3863.87,HHW4L1PC,410-95-1911,8904879753,ju12ho65@company.com
CUST33017,ACTIVE,21112,INV351071,2142.54,2X55RDNR,919-68-3210,9301144100,67eg7x46@gmail.com
CUST22465,ACTIVE,310561,INV599663,4524.25,JD6PC9S8,810-35-8225,6559999203,xwy6sp46@yahoo.com
CUST93258,INACTIVE,388073,INV896689,3268.81,S159LYS9,230-77-8444,6035473225,2g0x6863@outlook.com
CUST94144,ACTIVE,237170,INV422760,3219.09,OWRF91BM,123-34-4828,9622857727,l38jbd77@gmail.com
CUST14254,INACTIVE,163474,INV439062,2116.03,NK1VYPLH,768-25-2608,7467103589,a7szp646@gmail.com
CUST42714,SUSPENDED,238186,INV610174,3567.95,MJNNPW6B,895-85-3635,9090840078,t73ypi57@outlook.com
CUST47172,INACTIVE,46840,INV921591,2531.87,XOPQ50WL,431-42-7321,8078678669,suyhdh77@outlook.com
CUST72241,SUSPENDED,170886,INV794681,1006.45,K1BM3ZJX,575-92-8617,6326786254,a3a4zd63@outlook.com
CUST57258,SUSPENDED,333735,INV412286,4896.61,Q5GC8F8D,732-90-9447,8113547926,srqun976@gmail.com
CUST36702,ACTIVE,226295,INV923291,1463.8,79AFVTP5,962-75-1269,9987682544,5zhyjw96@gmail.com
CUST10419,SUSPENDED,198115,INV751953,3141.05,8Z77YYKH,562-18-9648,8093675351,8v73fd78@outlook.com
CUST89303,SUSPENDED,32670,INV329121,371.59,23IZJ84U,344-82-2921,6606819730,hd6gdu34@company.com
CUST54464,SUSPENDED,173495,INV637513,2409.21,0UE98FL7,683-69-2188,6976461218,cp5bz169@company.com
CUST63784,INACTIVE,110242,INV627461,2478.74,3SKEV5ZS,672-12-3966,6342692979,o7exsl69@outlook.com
CUST32243,ACTIVE,245130,INV200080,1217.03,OQ2FI0ND,760-31-6502,6159203709,oiznex28@gmail.com
CUST83523,INACTIVE,7472,INV611090,3077.57,WQSNGD3A,836-82-8368,8922600629,ngmsve22@gmail.com
CUST56772,ACTIVE,369194,INV118809,1668.41,GSRNSKGG,474-51-6386,7963581259,nyg3rw66@company.com
CUST96670,INACTIVE,333114,INV993696,702.68,E8VT7TES,555-36-9219,7626428812,i76ypk62@gmail.com
CUST28161,ACTIVE,242160,INV522504,2516.07,EYPUUUWK,653-58-3141,7616390587,13i76l89@company.com
CUST38903,ACTIVE,314611,INV516739,3570.63,4PEQK2YZ,655-37-5417,9552676618,3xfg7383@yahoo.com
CUST58574,SUSPENDED,363523,INV799382,1214.68,HZ2AQ6DS,121-51-8021,9800325576,r1xvok59@outlook.com
CUST62493,ACTIVE,260811,INV917501,3305.6,QU4CEFC0,720-21-4495,7873228974,le4iox47@company.com
CUST48132,INACTIVE,179843,INV883357,4533.86,I28YRDOX,481-32-8705,7982979113,a35whx25@yahoo.com
CUST40999,SUSPENDED,425439,INV375557,3317.57,IEIRG9PE,646-97-7076,6487754940,r5v4u851@company.com
CUST45589,SUSPENDED,470575,INV540049,4712.75,7XNSYIMS,434-58-5118,9755783399,m2mkbm74@gmail.com
CUST18284,INACTIVE,80880,INV911396,3621.61,6LLLR98J,295-59-4813,6640358488,5ez4ys65@company.com
CUST16849,INACTIVE,294853,INV303856,391.87,R9NBC654,173-10-6888,6334536930,8mdhgb38@gmail.com
CUST79345,ACTIVE,271917,INV988137,2976.94,BKFPRBKZ,255-23-6266,7596416656,76rt2559@gmail.com
CUST24006,ACTIVE,236106,INV730612,2292.14,DN5A5G0P,685-72-8663,6366961487,tvqhlw15@outlook.com
CUST12282,INACTIVE,77717,INV935952,846.74,MDD0Q7D5,398-53-7486,7369668386,aa3c5a20@gmail.com
CUST98885,SUSPENDED,188444,INV562541,4321.47,BYYSYR7Y,761-56-7092,9887529478,t5x8ge65@company.com
CUST16011,ACTIVE,180859,INV368467,4338.51,39Y31S55,794-24-9675,6695098224,uw498761@company.com
CUST79725,INACTIVE,269976,INV253644,3203.99,6G4SN4XK,253-19-5455,6305342008,5who6v31@outlook.com
CUST90750,SUSPENDED,153987,INV876576,4281.14,5VW6H06A,908-64-6066,7085063599,pc3wrz54@gmail.com
CUST97972,INACTIVE,117170,INV201827,2264.32,FS7XD141,154-14-7554,8252822171,prmaqb70@outlook.com
CUST95617,SUSPENDED,412241,INV762882,1392.79,7KD4JX70,839-10-4674,8312393236,tdlm8899@yahoo.com
CUST51841,INACTIVE,15423,INV272816,4685.54,54B2M5GG,897-69-6506,9727181018,eq1t3b59@gmail.com
CUST90454,ACTIVE,317602,INV457499,62.63,IZDUMZ2F,117-79-3405,9858003920,gy937735@company.com
CUST40113,SUSPENDED,399907,INV880223,3066.12,W2YEBC9P,834-40-9701,6156961167,2tof6u66@outlook.com
CUST11191,SUSPENDED,405418,INV182953,2918.72,H14U4W9Y,569-34-9445,7393927808,6lyrwv78@gmail.com
CUST12439,ACTIVE,192984,INV582136,141.2,J88V1L40,647-78-1226,6779731546,ns2fxn87@outlook.com
CUST50543,INACTIVE,153813,INV614419,4198.57,A4IP3IQQ,156-18-8223,7321603436,kzbedq93@yahoo.com
CUST85504,ACTIVE,490477,INV460397,3825.44,I55OW3Q9,586-78-7057,8816788849,v5g5ot16@yahoo.com
CUST45648,SUSPENDED,69772,INV678176,1842.54,5DQWVCSY,483-34-8474,6742906724,mdsssi44@company.com
CUST67113,SUSPENDED,386821,INV774604,2389.51,WOZ8NIJE,375-90-8348,9784565108,fbjr9u93@company.com
CUST24889,INACTIVE,462840,INV909217,1938.37,FVRXLPRD,499-63-3439,7129424654,vzn8d470@gmail.com
CUST63093,INACTIVE,319935,INV583200,4779.38,5F5M5MYM,872-90-7703,8186111873,6ard5940@yahoo.com
CUST59977,INACTIVE,232278,INV238099,231.3,C45LYQYJ,961-89-9448,8333181835,kh4skn49@yahoo.com
CUST81685,ACTIVE,151143,INV859389,3652.32,LFPUKGUN,276-51-9440,9431899191,5m61bp56@yahoo.com
CUST41549,ACTIVE,38615,INV640482,1831.15,C1NZ4UK8,940-22-8071,9086678082,ta24s450@company.com
CUST20610,SUSPENDED,333276,INV967736,471.12,9G2Q6VMH,285-65-9013,9380428253,mc99ms19@gmail.com
CUST93018,INACTIVE,339812,INV135013,1392.61,CGBO2DAF,873-69-3973,6692987778,djjj9248@yahoo.com
CUST96884,INACTIVE,307871,INV622568,2629.49,DOSQX1W8,800-72-8668,8322332470,uou27f98@yahoo.com
CUST81411,SUSPENDED,16930,INV977066,2541.21,MXIY622H,794-68-5629,9038800122,8oqzr772@outlook.com
CUST18420,SUSPENDED,329042,INV942710,3279.25,CBJHUCW3,509-67-9549,8146499013,vqcf9684@gmail.com
CUST39306,SUSPENDED,24955,INV183098,2862.96,ZRNFPEBG,479-54-4639,7546947458,jmamt353@yahoo.com
CUST70719,ACTIVE,136982,INV793454,4566.3,KXM6BVZY,653-91-3929,6347248404,lsn7t393@outlook.com
CUST97226,ACTIVE,126070,INV854700,2585.88,G3FQPLSL,956-12-2584,6574987387,fxdyms79@yahoo.com
CUST96510,SUSPENDED,221633,INV108856,95.37,ZYBR0WIY,500-30-1416,9474407433,nd9nug54@outlook.com
CUST53689,INACTIVE,356460,INV669676,1279.22,667L439R,679-74-8896,7694433405,w8gr4472@company.com
CUST94463,INACTIVE,283419,INV476754,1698.56,9SACEXIB,563-52-4539,7740264099,t3xrz592@company.com
CUST69784,ACTIVE,76205,INV531057,2675.11,G9RDMQQI,897-64-2400,6614290211,bkbjgx47@gmail.com
CUST11969,ACTIVE,207556,INV850665,3315.54,TI1B9SX8,270-86-1690,8018302388,r3bgpu72@yahoo.com
CUST36865,ACTIVE,376176,INV538006,4880.85,FK3BCO4B,631-35-8331,9822478636,g6s2ji89@company.com
CUST11017,ACTIVE,184694,INV521068,2592.51,A2NJXI56,612-57-3446,6234861464,7cmf1055@yahoo.com
CUST89642,ACTIVE,251299,INV576413,3889.94,NJEML0H3,814-36-9901,6601699324,nd38xn51@outlook.com
CUST93916,ACTIVE,261065,INV187837,2326.02,18Q12XY3,328-23-4481,8458607867,2gsnzr97@yahoo.com
CUST40667,INACTIVE,18259,INV322679,4927.34,PZKBZJEM,219-94-3625,8421248959,362ydu96@outlook.com
CUST80202,ACTIVE,364911,INV777254,1293.46,YB4TUUCY,434-38-6626,7190195138,fpicub32@outlook.com
CUST23031,SUSPENDED,181159,INV191389,1423.35,U9FBGPI7,760-25-2527,8493293338,jc2ns928@gmail.com
CUST96507,ACTIVE,93947,INV956100,3041.62,8TFEZDU4,705-56-2542,6906039809,l0dnq151@yahoo.com
CUST21873,INACTIVE,460752,INV247048,154.85,NNZPTRI0,726-69-3309,9256592467,da3dkw84@gmail.com
CUST14050,INACTIVE,92770,INV642525,2177.83,9F2G5BYY,386-27-3300,8090940428,h0vjlo74@gmail.com
CUST22072,INACTIVE,35641,INV362166,1270.76,XEBWMK2I,539-13-6093,6428778948,bs1oyf21@outlook.com
CUST65854,SUSPENDED,192108,INV381602,3097.57,3YLIKXM7,499-78-2916,7750467993,ms2r8310@outlook.com
CUST60023,INACTIVE,215152,INV124788,4875.49,S1BS0XJS,669-45-4478,9353133450,tdjizl11@yahoo.com
CUST16744,ACTIVE,204276,INV530833,1902.34,ADQ3C68H,255-59-9481,8737549502,aly9hx18@outlook.com
CUST72924,INACTIVE,398038,INV212666,4603.97,F1SVPSRJ,288-49-8557,7589768127,q3u5u051@yahoo.com
CUST98344,ACTIVE,335823,INV626121,1612.62,GU06PBMS,611-83-6999,8126045144,l9cbzc54@outlook.com
CUST32968,SUSPENDED,352242,INV338179,599.72,61M9649E,506-94-4143,7922363071,merskc94@company.com
CUST72161,ACTIVE,375726,INV239752,696.17,UAGWYO23,168-62-4075,9451788837,n0drff65@outlook.com
CUST96964,SUSPENDED,53840,INV172649,2324.86,THR8Q9US,391-47-4948,8606115267,gc5yto56@gmail.com
CUST65985,SUSPENDED,111266,INV607320,2106.26,HCHZKPW5,309-14-8269,9356968577,6gfwzq47@company.com
CUST18523,INACTIVE,89138,INV631115,352.6,SBUJZBGE,940-77-5159,6303147369,2uy9wb46@company.com
CUST92193,SUSPENDED,141664,INV981622,2805.47,4OVOVESJ,815-33-5357,7654679531,h8766q41@yahoo.com
CUST48488,ACTIVE,449485,INV528969,1671.69,ICX6T4ZX,551-56-9339,9207704011,drv1c345@yahoo.com
CUST81887,SUSPENDED,459847,INV778203,564.02,FSDD3HH1,915-85-4479,8860437491,17m3sl66@yahoo.com
CUST42994,SUSPENDED,247394,INV778478,2819.47,V1K0T83P,698-75-4278,9345837461,cxktm840@gmail.com
CUST97455,SUSPENDED,429253,INV824104,3128.31,WSQESQRF,391-42-8118,6306693020,su2o2487@yahoo.com
CUST77753,ACTIVE,67931,INV615871,2954.29,SRPD2UVG,424-45-7653,9514157644,2wphr944@gmail.com
CUST41768,INACTIVE,128080,INV300371,648.92,FB0WBRL7,221-32-3491,9934672202,s4nsp357@gmail.com
CUST10767,INACTIVE,12326,INV350131,1938.94,THWP10SC,987-63-5583,6340850116,1m6gy232@outlook.com
CUST26991,SUSPENDED,475537,INV606753,1664.49,UEMBIWOL,210-54-9423,8539540350,jcaix728@gmail.com
CUST37635,INACTIVE,36212,INV789921,3290.17,DPKTCOLC,438-79-6942,7137657688,c6dgig71@outlook.com
CUST39702,INACTIVE,12097,INV838170,889.18,J9EAOPPY,223-72-5194,6005479026,ucbsn690@company.com
CUST48093,INACTIVE,456265,INV491921,4252.19,06KG4ROX,432-42-8888,9677193228,xq535o41@company.com
CUST84440,INACTIVE,297457,INV587411,2877.8,TEX16LRE,848-90-6132,7972500926,clqi6376@yahoo.com
CUST64085,SUSPENDED,323898,INV226828,638.26,J3DV991Q,837-32-3576,6553701874,01ikux26@yahoo.com
CUST71113,ACTIVE,302988,INV775084,58.21,1P3O55HA,760-86-4554,8546726839,ti0q4s49@yahoo.com
CUST58555,INACTIVE,354950,INV989619,1355.04,LJF7KJ5Q,443-40-3609,6318567803,axohhn19@yahoo.com
CUST54821,INACTIVE,373091,INV218633,4017.24,RWBN3A4B,336-57-5089,7212359604,vhmvb255@outlook.com
CUST14067,SUSPENDED,433680,INV392408,2879.58,2YMZJBL3,506-32-1800,9480527785,5xtilk77@company.com
CUST18900,ACTIVE,29946,INV120450,4216.4,94BNLHXX,186-21-6919,7547528013,ic3hrz83@gmail.com
CUST71977,ACTIVE,450110,INV135507,922.13,FBLMF59O,822-95-9088,8167649699,yplupf89@company.com
CUST32461,ACTIVE,282900,INV686443,4558.43,6N3C87HT,372-87-4961,9233385929,2alhkk67@yahoo.com
CUST19884,ACTIVE,292181,INV819878,752.62,6KEUEX74,202-27-8470,9540833857,zrll0146@outlook.com
CUST86893,ACTIVE,118260,INV211498,396.1,J99QM8ET,319-88-1594,9372161726,afsxba68@yahoo.com
CUST41755,INACTIVE,210833,INV315410,2189.92,PKA49CIY,238-23-4148,7849133567,nyzu3l49@outlook.com
CUST24715,SUSPENDED,249755,INV268257,1289.07,XU1MQHKK,157-38-2693,8694886317,6dk23s43@company.com
CUST10507,ACTIVE,146956,INV351599,3602.69,WGHHHRYZ,344-53-5283,7079355026,q34k4t52@outlook.com
CUST90757,SUSPENDED,75760,INV352751,438.86,VH5FD3W3,839-81-6930,7218491372,5vsw9y85@company.com
CUST22165,INACTIVE,449789,INV529280,2512.79,2LIIRSXF,491-71-2938,7164115307,srqz8995@outlook.com
CUST53724,INACTIVE,297240,INV809394,4218.53,JK0UBEFK,160-21-2263,8460013807,dywmc517@gmail.com
CUST49094,SUSPENDED,73036,INV778769,1705.94,2JLPGWUF,712-49-6814,7273384203,84gz0a12@company.com
CUST35103,SUSPENDED,306357,INV641119,3761.15,2S80K81B,647-57-8294,6186917316,4v59cx16@yahoo.com
CUST24833,INACTIVE,287223,INV293022,1200.08,CHI5USS0,921-11-3372,7951157774,gmwrq176@yahoo.com
CUST42793,INACTIVE,114980,INV512321,4308.05,IMVR9ICU,337-75-2485,9748283231,uyo4n798@yahoo.com
CUST81360,ACTIVE,1531,INV445424,128.06,IJOYS961,741-65-5446,6183437653,j3wv1141@company.com
CUST91050,SUSPENDED,319461,INV643782,3063.77,RLSLE5HM,429-35-6170,6348321948,i6szn957@yahoo.com
CUST81790,SUSPENDED,36217,INV955464,140.88,88ALR90J,931-14-3037,8926617401,t9xejx82@yahoo.com
CUST27929,ACTIVE,58705,INV629946,197.75,TNABHL9R,135-73-1823,7787181117,l8mlf957@outlook.com
CUST59320,INACTIVE,143883,INV584607,2430.34,PYRARZP9,139-46-4764,7223274333,fotxrf96@outlook.com
CUST56592,INACTIVE,250718,INV101159,3538.4,LQT6YTZJ,646-38-9624,6430009801,4qx4yn22@gmail.com
CUST21322,INACTIVE,404638,INV319947,3059.8,29ZRG6OS,168-98-5152,8264641101,spdxrr42@gmail.com
CUST53975,SUSPENDED,458634,INV201409,3363.64,G6VIBLWS,397-19-4145,7977808798,o0h5eg96@yahoo.com
CUST94708,INACTIVE,119838,INV476629,3061.37,OTTI5VLG,390-93-9857,9037472051,z9i6cn38@yahoo.com
CUST33931,ACTIVE,44005,INV250598,189.68,01JE6III,995-22-1124,7251287002,khqzcm98@outlook.com
CUST56146,ACTIVE,245469,INV434883,1465.07,WDX5459V,241-72-9600,8076366539,8r1chz67@gmail.com
CUST74327,SUSPENDED,126225,INV324166,1798.48,GUHYIOVY,863-38-9722,7137152640,a163i714@company.com
CUST54869,INACTIVE,272110,INV223544,4762.08,DHJ0F249,201-75-9842,8506240796,a0jryd30@outlook.com
CUST47483,INACTIVE,397172,INV907629,2258.28,WKW28MHS,237-70-8487,8264315515,l6oeaz33@outlook.com
CUST58318,SUSPENDED,343802,INV304265,3005.35,HWSEEMZ7,393-14-9395,7470963763,1h0hoh87@yahoo.com
CUST83775,ACTIVE,209524,INV280726,3169.23,Y4IWVFXM,235-38-6618,9800073070,1srxil10@yahoo.com
CUST55517,ACTIVE,227907,INV272588,1289.77,9QG1KINJ,871-16-8438,9699363008,ur7pgt55@gmail.com
CUST73698,SUSPENDED,121887,INV161505,1793.22,OOJVR3A1,887-30-3782,8884695227,ah753173@yahoo.com
CUST94155,INACTIVE,72360,INV541184,2957.22,HVSCBEYS,968-42-6349,9269931425,e1wpi966@yahoo.com
CUST30423,SUSPENDED,27059,INV708964,2076.57,OFNF68ED,851-64-1122,7085823947,2g0rgn44@gmail.com
CUST95405,SUSPENDED,78147,INV945278,4002.17,R5151QNO,333-32-9974,6784556091,iwm44x11@company.com
CUST85971,ACTIVE,310466,INV215571,3258.69,Y19KITBO,505-42-4920,9068072311,38121w88@gmail.com
CUST57573,ACTIVE,36115,INV458896,4671.29,8C9PIZ8V,733-86-5122,8049665329,4ijhxw76@gmail.com
CUST18999,SUSPENDED,1343,INV474106,476.76,5HP61K5G,240-76-5977,9133447492,hv1zjm26@yahoo.com
CUST16278,INACTIVE,304596,INV509256,3044.26,KFYNTGI6,192-95-7644,8776680499,se6wk621@yahoo.com
CUST34849,SUSPENDED,21423,INV607090,2115.96,TCK6QBYB,915-50-3350,8232528157,ujafxh83@gmail.com
CUST76914,INACTIVE,88829,INV961586,249.0,TXTD6W2Z,336-98-7595,8607347678,31y9r648@company.com
CUST89645,INACTIVE,54671,INV961041,2856.22,59RCVDEN,538-38-2813,6122512487,qe21ni72@company.com
CUST81898,INACTIVE,23913,INV429029,1862.15,HCVPB4IK,228-46-7396,7013516761,urhbw511@gmail.com
CUST65677,ACTIVE,360948,INV145101,682.14,0ORRSKKE,365-35-5187,6817909039,9lu37f79@outlook.com
CUST41897,ACTIVE,101178,INV718687,4071.45,8I2LFNVJ,366-91-5012,6517457865,prc64634@company.com
CUST19517,SUSPENDED,174869,INV745243,202.39,4VUVY4PK,512-23-6658,8285137740,kinqua40@outlook.com
CUST31629,ACTIVE,234651,INV582308,3730.75,6GS7ZIWJ,349-82-3161,6193502635,aofbu385@yahoo.com
CUST35101,ACTIVE,161526,INV972284,1273.81,D52CRCNZ,390-82-6056,8008356261,hq7nlc41@yahoo.com
CUST59299,INACTIVE,195151,INV367764,2600.07,O0TH063R,351-93-9702,8745545681,3whmxm24@yahoo.com
CUST84688,ACTIVE,429190,INV899627,2956.8,YV0IBHGZ,442-85-7553,7489816380,2fqnuu85@yahoo.com
CUST47988,SUSPENDED,323567,INV461290,2790.15,O0O876XG,771-38-3311,8639553541,a1szpa80@gmail.com
CUST69364,ACTIVE,249742,INV920700,4918.18,QDHK99K7,933-98-6225,9491376724,ellr1a99@gmail.com
CUST92936,ACTIVE,494432,INV288734,3007.42,JO8PZDCB,126-13-6635,8378319150,44fxca92@yahoo.com
CUST83603,SUSPENDED,341183,INV314885,3110.58,D866RY7Y,823-61-1637,9190822752,u8727l99@gmail.com
CUST37467,ACTIVE,136057,INV790157,4508.74,VW88K6SJ,525-94-4754,8358510499,ruyom538@company.com
CUST49504,SUSPENDED,266977,INV714427,2546.83,T1II3RQ4,596-40-3079,7620808454,pbsd7835@yahoo.com
CUST25654,INACTIVE,368315,INV705024,1661.64,W0H4ZSDD,777-51-9279,9978149779,u8eltb11@outlook.com
CUST34592,INACTIVE,271580,INV924374,2349.39,6CBP3MUU,970-57-7691,6752313927,etduge45@company.com
CUST40620,INACTIVE,142433,INV359875,4195.39,E7QTCU6C,383-67-4291,7115693457,7qkeuu46@yahoo.com
CUST52254,SUSPENDED,14475,INV857288,3509.86,MHNPMIVP,708-58-5471,6092625059,rl6lyl59@company.com
CUST43924,INACTIVE,212296,INV523753,990.03,CEQTOV3W,556-15-7151,6653661301,jzcgzh83@yahoo.com
CUST98888,INACTIVE,496042,INV469936,3229.4,D1Z7JHEG,634-20-8795,9336056996,06rd9y23@yahoo.com
CUST58396,INACTIVE,480261,INV704053,3702.36,L42EN54P,656-49-9093,9571961645,cicqnd19@company.com
CUST54535,SUSPENDED,340224,INV813625,1844.05,PL0P3GLC,787-37-9565,9393354025,l64r2774@outlook.com
CUST22997,INACTIVE,369984,INV155094,1466.22,ZDV8D7BM,470-91-5377,9484892166,rpvupr51@yahoo.com
CUST83459,SUSPENDED,417109,INV365212,2116.33,8AQXYEZE,575-52-8860,7106862633,o29z1s35@company.com
CUST74813,ACTIVE,245291,INV463641,3871.95,WWQJTNUJ,133-51-4407,8298894551,sltdzr50@gmail.com
CUST64367,INACTIVE,369276,INV879616,1686.82,31MUXQLR,751-47-5883,7680605243,84x8qo72@yahoo.com
CUST92235,INACTIVE,450507,INV707855,4750.47,3LJELV9B,478-43-1837,6091115754,z5gp1033@yahoo.com
CUST95430,SUSPENDED,468145,INV843835,4499.18,SJN617J2,830-31-4275,6019209427,rnwcj153@gmail.com
CUST12475,SUSPENDED,321618,INV935427,4432.3,81E1WRS0,334-60-1077,9672512677,r9neqa88@gmail.com
CUST86400,ACTIVE,26575,INV658274,2408.24,GAGJJBKV,221-34-2633,8089825906,9937t682@yahoo.com
CUST72731,SUSPENDED,80355,INV927211,531.58,CZ0MGLEB,733-49-9438,8053849778,5ktzs277@yahoo.com
CUST68005,SUSPENDED,172110,INV267304,1186.22,D4KQNPLU,760-31-7935,6067477351,hycztm27@outlook.com
CUST21888,INACTIVE,435774,INV904021,1458.22,EFP9LSNN,438-38-4434,6599776261,kfxlzg14@yahoo.com
CUST19533,INACTIVE,436748,INV374795,3560.08,SX1XJ8OL,653-12-9418,7023980337,kwvnjg25@company.com
CUST99327,INACTIVE,193129,INV619160,2458.06,WGYNL5HZ,357-64-2250,7751876342,m5163s79@outlook.com
CUST21773,SUSPENDED,426284,INV905635,2777.25,T31L4KGJ,566-54-7414,8791846038,dlsdce28@company.com
CUST70635,INACTIVE,66298,INV541313,206.25,7KUK21VY,873-13-3834,9284186875,2drlnv29@yahoo.com
CUST82390,SUSPENDED,200171,INV335006,2292.1,6FOWHJC9,181-92-3830,8660989483,39eobc60@gmail.com
CUST78537,ACTIVE,453737,INV477671,2606.32,DP94TTM2,184-10-7061,8623739387,6wty1064@outlook.com
CUST81645,INACTIVE,286934,INV652796,515.78,DOLGSBIN,361-35-7799,9504817297,f20xcp98@outlook.com
CUST61326,SUSPENDED,350031,INV976847,361.7,JBEKKX8D,186-58-4911,8813471157,rz5huu13@yahoo.com
CUST58417,INACTIVE,314297,INV753887,2641.42,NIZDH1E3,418-66-5124,8217228409,5prrqv11@yahoo.com
CUST49539,INACTIVE,78262,INV501281,1126.57,ECOHFS57,515-32-2999,6567631150,rxz95q48@gmail.com
CUST39512,ACTIVE,71140,INV903795,4019.8,81D6C6DH,755-23-2299,8935336150,2tfm6b55@company.com
