trans_id,account_id,Date,Type,operation,amount,balance,Purpose,bank,account_partern_id
3652977,3713,2016-11-30,Credit,Interest Credit,164,32204.9,Interest Credited,,
3655120,3775,2016-11-30,Credit,Interest Credit,28,28707.9,Interest Credited,,
3655255,3778,2016-11-30,Credit,Interest Credit,285,68638.9,Interest Credited,,
3653999,3745,2016-11-30,Credit,Interest Credit,281,68655.4,Interest Credited,,
3655757,3792,2016-11-30,Credit,Interest Credit,23,21492.7,Interest Credited,,
3654676,3760,2016-11-30,Credit,Interest Credit,268,47328.9,Interest Credited,,
3652736,3704,2016-11-30,Credit,Interest Credit,108,27282.9,Interest Credited,,
3655562,3785,2016-11-30,Credit,Interest Credit,193,43651,Interest Credited,,
3655400,3781,2016-11-30,Credit,Interest Credit,186,41832.7,Interest Credited,,
3655910,3796,2016-11-30,Credit,Interest Credit,179,34790.4,Interest Credited,,
3654283,3751,2016-11-30,Credit,Interest Credit,122,34709.9,Interest Credited,,
3653786,3738,2016-11-30,Credit,Interest Credit,166,42692.8,Interest Credited,,
3653224,3720,2016-11-30,Credit,Interest Credit,13,23040.8,Interest Credited,,
3654973,3771,2016-11-30,Credit,Interest Credit,387,59351.1,Interest Credited,,
3655632,3787,2016-11-30,Credit,Interest Credit,187,44038.8,Interest Credited,,
391733,1332,2016-11-30,Withdrawal,Withdrawal in cash,15,41752.9,Payment on Statement,,
393379,1337,2016-11-30,Withdrawal,Withdrawal in cash,1200,23359,,,
392435,1334,2016-11-30,Withdrawal,Withdrawal in cash,15,26991.4,Payment on Statement,,
393938,1338,2016-11-30,Withdrawal,Withdrawal in cash,15,46609.1,Payment on Statement,,
535068,1822,2016-11-30,Withdrawal,Withdrawal in cash,15,27237.7,Payment on Statement,,
533034,1815,2016-11-30,Withdrawal,Withdrawal in cash,15,33745.5,Payment on Statement,,
777888,2651,2016-11-30,Withdrawal,Withdrawal in cash,15,42279.4,Payment on Statement,,
348085,1180,2016-11-30,Withdrawal,Withdrawal in cash,15,38267.6,Payment on Statement,,
350230,1189,2016-11-30,Withdrawal,Withdrawal in cash,15,18780.1,Payment on Statement,,
347745,1179,2016-11-30,Withdrawal,Withdrawal in cash,3680,13957.1,,,
347788,1179,2016-11-30,Withdrawal,Withdrawal in cash,15,13942.5,Payment on Statement,,
353320,1200,2016-11-30,Withdrawal,Withdrawal in cash,15,58639.2,Payment on Statement,,
1234554,4225,2016-11-30,Withdrawal,Withdrawal in cash,15,47683.6,Payment on Statement,,
1243666,4254,2016-11-30,Withdrawal,Withdrawal in cash,28500,50907.5,,,
1239116,4240,2016-11-30,Withdrawal,Withdrawal in cash,15,73874.8,Payment on Statement,,
1243599,4254,2016-11-30,Withdrawal,Withdrawal in cash,15,50892.9,Payment on Statement,,
860978,2932,2016-11-30,Credit,Credit in cash ,800,26134.7,,,
860907,2932,2016-11-30,Withdrawal,Withdrawal in cash,15,26248.2,Payment on Statement,,
861576,2933,2016-11-30,Withdrawal,Withdrawal in cash,56700,46969.2,,,
863065,2938,2016-11-30,Withdrawal,Withdrawal in cash,15,29655.4,Payment on Statement,,
863646,2940,2016-11-30,Withdrawal,Withdrawal in cash,15,46426,Payment on Statement,,
861137,2933,2016-11-30,Credit,Credit in cash ,8888,103322.4,,,
861509,2933,2016-11-30,Withdrawal,Withdrawal in cash,15,46954.6,Payment on Statement,,
968999,3302,2016-11-30,Withdrawal,Withdrawal in cash,15,27468.4,Payment on Statement,,
1150550,3935,2016-11-30,Withdrawal,Withdrawal in cash,15,33635.3,Payment on Statement,,
3659424,3909,2016-11-30,Credit,Interest Credit,245,60502.3,Interest Credited,,
3658014,3863,2016-11-30,Credit,Interest Credit,98,26556,Interest Credited,,
3657075,3834,2016-11-30,Credit,Interest Credit,124,31657.6,Interest Credited,,
3659908,3923,2016-11-30,Credit,Interest Credit,202,41444.9,Interest Credited,,
3658647,3882,2016-11-30,Credit,Interest Credit,107,25877.4,Interest Credited,,
3657444,3844,2016-11-30,Credit,Interest Credit,73,17943.5,Interest Credited,,
3657221,3837,2016-11-30,Credit,Interest Credit,132,36168.5,Interest Credited,,
3658311,3871,2016-11-30,Credit,Interest Credit,117,27994.8,Interest Credited,,
3657690,3850,2016-11-30,Credit,Interest Credit,242,59091.7,Interest Credited,,
3656738,3822,2016-11-30,Credit,Interest Credit,104,32726.9,Interest Credited,,
3660266,3935,2016-11-30,Credit,Interest Credit,134,33649.9,Interest Credited,,
3659829,3920,2016-11-30,Credit,Interest Credit,189,45551.1,Interest Credited,,
3656589,3818,2016-11-30,Credit,Interest Credit,165,35251.7,Interest Credited,,
3660086,3927,2016-11-30,Credit,Interest Credit,18,12906.9,Interest Credited,,
3657144,3835,2016-11-30,Credit,Interest Credit,141,37784.5,Interest Credited,,
3659643,3915,2016-11-30,Credit,Interest Credit,184,40092.5,Interest Credited,,
3658840,3891,2016-11-30,Credit,Interest Credit,143,36049.2,Interest Credited,,
785571,2676,2016-11-30,Withdrawal,Withdrawal in cash,15,33160.9,Payment on Statement,,
783519,2670,2016-11-30,Withdrawal,Withdrawal in cash,1200,40796,,,
782296,2666,2016-11-30,Withdrawal,Withdrawal in cash,15,18261.9,Payment on Statement,,
783557,2670,2016-11-30,Withdrawal,Withdrawal in cash,15,40781.4,Payment on Statement,,
826984,2817,2016-11-30,Withdrawal,Withdrawal in cash,15,48945.7,Payment on Statement,,
826302,2814,2016-11-30,Withdrawal,Withdrawal in cash,15,26443.2,Payment on Statement,,
3302915,10973,2016-11-30,Withdrawal,Withdrawal in cash,30,84045.2,Payment on Statement,,
3331753,11065,2016-11-30,Withdrawal,Withdrawal in cash,15,32981.9,Payment on Statement,,
3315045,11013,2016-11-30,Withdrawal,Withdrawal in cash,30,72248.4,Payment on Statement,,
3317926,11021,2016-11-30,Withdrawal,Withdrawal in cash,15,48805.1,Payment on Statement,,
3345023,11111,2016-11-30,Withdrawal,Withdrawal in cash,15,47847.1,Payment on Statement,,
3458663,11021,2016-11-30,Credit,Interest Credit,243,48819.7,Interest Credited,,
3459536,128,2016-11-30,Credit,Interest Credit,106,25052.2,Interest Credited,,
3457665,10227,2016-11-30,Credit,Interest Credit,229,37791,Interest Credited,,
3460729,1998,2016-11-30,Credit,Interest Credit,196,44223.9,Interest Credited,,
3460898,2039,2016-11-30,Credit,Interest Credit,180,33683.8,Interest Credited,,
3457795,10266,2016-11-30,Credit,Interest Credit,235,41990.8,Interest Credited,,
3456993,9707,2016-11-30,Credit,Interest Credit,373,57529.2,Interest Credited,,
3460046,299,2016-11-30,Credit,Interest Credit,147,28415.6,Interest Credited,,
3459614,135,2016-11-30,Credit,Interest Credit,109,25904.1,Interest Credited,,
3458065,10656,2016-11-30,Credit,Interest Credit,256,59060.7,Interest Credited,,
3460377,374,2016-11-30,Credit,Interest Credit,122,24849.2,Interest Credited,,
3456923,9703,2016-11-30,Credit,Interest Credit,215,52878.1,Interest Credited,,
3458911,11320,2016-11-30,Credit,Interest Credit,172,38409.3,Interest Credited,,
3458843,11295,2016-11-30,Credit,Interest Credit,154,33334.9,Interest Credited,,
3459116,9,2016-11-30,Credit,Interest Credit,110,26998.2,Interest Credited,,
3461007,2056,2016-11-30,Credit,Interest Credit,134,25742.7,Interest Credited,,
3456854,9635,2016-11-30,Credit,Interest Credit,28,11059.4,Interest Credited,,
3552066,652,2016-11-30,Credit,Interest Credit,139,32386.3,Interest Credited,,
3551661,640,2016-11-30,Credit,Interest Credit,83,19310.1,Interest Credited,,
3553034,686,2016-11-30,Credit,Interest Credit,144,35266.2,Interest Credited,,
3553671,704,2016-11-30,Credit,Interest Credit,197,40989.4,Interest Credited,,
3550931,623,2016-11-30,Credit,Interest Credit,69,16959.8,Interest Credited,,
3551278,630,2016-11-30,Credit,Interest Credit,108,25993.2,Interest Credited,,
3552291,657,2016-11-30,Credit,Interest Credit,112,27551,Interest Credited,,
3554023,717,2016-11-30,Credit,Interest Credit,174,38196.3,Interest Credited,,
3553587,702,2016-11-30,Credit,Interest Credit,45,19132.1,Interest Credited,,
3552758,678,2016-11-30,Credit,Interest Credit,27,15658.7,Interest Credited,,
3551103,627,2016-11-30,Credit,Interest Credit,216,55969.5,Interest Credited,,
3552198,655,2016-11-30,Credit,Interest Credit,213,38183.6,Interest Credited,,
3553443,697,2016-11-30,Credit,Interest Credit,173,35225.4,Interest Credited,,
3650401,3640,2016-11-30,Credit,Interest Credit,18,6771.8,Interest Credited,,
3651009,3654,2016-11-30,Credit,Interest Credit,171,42818.8,Interest Credited,,
3651544,3674,2016-11-30,Credit,Interest Credit,72,13537.6,Interest Credited,,
3650744,3649,2016-11-30,Credit,Interest Credit,160,40211.4,Interest Credited,,
3649300,3609,2016-11-30,Credit,Interest Credit,252,63616.8,Interest Credited,,
3650547,3644,2016-11-30,Credit,Interest Credit,88,21573.2,Interest Credited,,
3652203,3691,2016-11-30,Credit,Interest Credit,107,24227.6,Interest Credited,,
3651903,3683,2016-11-30,Credit,Interest Credit,170,43642.5,Interest Credited,,
3652110,3687,2016-11-30,Credit,Interest Credit,36,12879.7,Interest Credited,,
3651839,3682,2016-11-30,Credit,Interest Credit,123,30268.2,Interest Credited,,
3649623,3618,2016-11-30,Credit,Interest Credit,98,29881.2,Interest Credited,,
3652290,3693,2016-11-30,Credit,Interest Credit,131,31794.9,Interest Credited,,
3652533,3699,2016-11-30,Credit,Interest Credit,229,56322,Interest Credited,,
3650866,3651,2016-11-30,Credit,Interest Credit,118,26621,Interest Credited,,
3652439,3697,2016-11-30,Credit,Interest Credit,155,31562.9,Interest Credited,,
3651393,3670,2016-11-30,Credit,Interest Credit,81,18610.9,Interest Credited,,
3648731,3593,2016-11-30,Credit,Interest Credit,148,35154.1,Interest Credited,,
3649008,3600,2016-11-30,Credit,Interest Credit,65,20434.1,Interest Credited,,
3650059,3629,2016-11-30,Credit,Interest Credit,147,36088.4,Interest Credited,,
3649444,3613,2016-11-30,Credit,Interest Credit,118,29652.3,Interest Credited,,
3651613,3675,2016-11-30,Credit,Interest Credit,164,32765.5,Interest Credited,,
1030751,3521,2016-11-30,Withdrawal,Withdrawal in cash,15,31117.7,Payment on Statement,,
1146949,3923,2016-11-30,Withdrawal,Withdrawal in cash,15,41430.3,Payment on Statement,,
1146153,3920,2016-11-30,Withdrawal,Withdrawal in cash,8600,36951.1,,,
1144673,3915,2016-11-30,Withdrawal,Withdrawal in cash,15,40077.9,Payment on Statement,,
2895790,9591,2016-11-30,Withdrawal,Withdrawal in cash,15,61217.7,Payment on Statement,,
2862491,9472,2016-11-30,Withdrawal,Withdrawal in cash,30,41441.8,Payment on Statement,,
128833,432,2016-11-30,Withdrawal,Withdrawal in cash,15,31539.8,Payment on Statement,,
125730,423,2016-11-30,Withdrawal,Withdrawal in cash,15,15208.4,Payment on Statement,,
126387,425,2016-11-30,Withdrawal,Withdrawal in cash,15,24151.9,Payment on Statement,,
127801,428,2016-11-30,Withdrawal,Withdrawal in cash,15,26549.6,Payment on Statement,,
148657,496,2016-11-30,Withdrawal,Withdrawal in cash,15,20029.8,Payment on Statement,,
147890,494,2016-11-30,Withdrawal,Withdrawal in cash,15,43027.7,Payment on Statement,,
146130,489,2016-11-30,Withdrawal,Withdrawal in cash,15,36705.2,Payment on Statement,,
149093,497,2016-11-30,Withdrawal,Withdrawal in cash,15,59254.2,Payment on Statement,,
151089,504,2016-11-30,Withdrawal,Withdrawal in cash,15,18589.4,Payment on Statement,,
152688,510,2016-11-30,Withdrawal,Withdrawal in cash,30,58900.3,Payment on Statement,,
221360,751,2016-11-30,Withdrawal,Withdrawal in cash,15,17812.8,Payment on Statement,,
220285,748,2016-11-30,Withdrawal,Withdrawal in cash,15,24834.6,Payment on Statement,,
219123,744,2016-11-30,Withdrawal,Withdrawal in cash,15,29565.3,Payment on Statement,,
118082,396,2016-11-30,Withdrawal,Withdrawal in cash,15,58363.4,Payment on Statement,,
114267,385,2016-11-30,Withdrawal,Withdrawal in cash,15,19523.5,Payment on Statement,,
117436,395,2016-11-30,Withdrawal,Withdrawal in cash,15,33356.8,Payment on Statement,,
123565,415,2016-11-30,Withdrawal,Withdrawal in cash,15,27834.4,Payment on Statement,,
119730,401,2016-11-30,Withdrawal,Withdrawal in cash,15,33278,Payment on Statement,,
122479,411,2016-11-30,Withdrawal,Withdrawal in cash,15,45188.6,Payment on Statement,,
952207,3246,2016-11-30,Withdrawal,Withdrawal in cash,15,29383.6,Payment on Statement,,
577061,1965,2016-11-30,Withdrawal,Withdrawal in cash,100,72365,Payment on Statement,,
577520,1966,2016-11-30,Withdrawal,Withdrawal in cash,15,61559.7,Payment on Statement,,
637977,2177,2016-11-30,Withdrawal,Withdrawal in cash,15,24400.1,Payment on Statement,,
637548,2176,2016-11-30,Withdrawal,Withdrawal in cash,15,37410.5,Payment on Statement,,
636892,2175,2016-11-30,Withdrawal,Withdrawal in cash,15,36753.6,Payment on Statement,,
742316,2534,2016-11-30,Withdrawal,Withdrawal in cash,15,24159.8,Payment on Statement,,
740217,2527,2016-11-30,Withdrawal,Withdrawal in cash,15,59476.5,Payment on Statement,,
740678,2528,2016-11-30,Withdrawal,Withdrawal in cash,15,22238.2,Payment on Statement,,
742382,2534,2016-11-30,Withdrawal,Withdrawal in cash,3900,24174.4,,,
2931761,9707,2016-11-30,Withdrawal,Withdrawal in cash,15,57522.4,Payment on Statement,,
2910798,9640,2016-11-30,Withdrawal,Withdrawal in cash,15,25467.6,Payment on Statement,,
2908924,9635,2016-11-30,Withdrawal,Withdrawal in cash,15,11046.3,Payment on Statement,,
511577,1750,2016-11-30,Withdrawal,Withdrawal in cash,15,40676.5,Payment on Statement,,
509485,1743,2016-11-30,Withdrawal,Withdrawal in cash,15,21294.8,Payment on Statement,,
544854,1852,2016-11-30,Withdrawal,Withdrawal in cash,15,25425.9,Payment on Statement,,
542015,1843,2016-11-30,Withdrawal,Withdrawal in cash,15,22587.5,Payment on Statement,,
540500,1837,2016-11-30,Withdrawal,Withdrawal in cash,15,43838.5,Payment on Statement,,
544435,1851,2016-11-30,Withdrawal,Withdrawal in cash,15,25014.5,Payment on Statement,,
542415,1844,2016-11-30,Withdrawal,Withdrawal in cash,15,17832.5,Payment on Statement,,
1263637,4321,2016-11-30,Withdrawal,Withdrawal in cash,15,84450.1,Payment on Statement,,
1262795,4318,2016-11-30,Withdrawal,Withdrawal in cash,30,40341.6,Payment on Statement,,
1256675,4296,2016-11-30,Withdrawal,Withdrawal in cash,15,45867.2,Payment on Statement,,
1614984,5483,2016-11-30,Withdrawal,Withdrawal in cash,15,34837.1,Payment on Statement,,
1657584,5622,2016-11-30,Withdrawal,Withdrawal in cash,15,56915.7,Payment on Statement,,
1635638,5546,2016-11-30,Withdrawal,Withdrawal in cash,15,48866.1,Payment on Statement,,
3630807,3035,2016-11-30,Credit,Interest Credit,208,45015.2,Interest Credited,,
3632049,3072,2016-11-30,Credit,Interest Credit,256,59170.9,Interest Credited,,
3629288,2985,2016-11-30,Credit,Interest Credit,112,27391.6,Interest Credited,,
3629943,3008,2016-11-30,Credit,Interest Credit,120,25333.7,Interest Credited,,
3629383,2987,2016-11-30,Credit,Interest Credit,120,34565.2,Interest Credited,,
3630431,3026,2016-11-30,Credit,Interest Credit,166,40353.5,Interest Credited,,
3631689,3063,2016-11-30,Credit,Interest Credit,71,17251.1,Interest Credited,,
3631756,3064,2016-11-30,Credit,Interest Credit,136,32079.1,Interest Credited,,
3631939,3069,2016-11-30,Credit,Interest Credit,179,41704.1,Interest Credited,,
3630674,3032,2016-11-30,Credit,Interest Credit,111,26366.8,Interest Credited,,
3631870,3068,2016-11-30,Credit,Interest Credit,96,23158.9,Interest Credited,,
3631187,3047,2016-11-30,Credit,Interest Credit,81,19531.8,Interest Credited,,
3631319,3050,2016-11-30,Credit,Interest Credit,227,53537.2,Interest Credited,,
3631434,3053,2016-11-30,Credit,Interest Credit,118,31835.3,Interest Credited,,
3632856,3099,2016-11-30,Credit,Interest Credit,106,25823.2,Interest Credited,,
3629562,2991,2016-11-30,Credit,Interest Credit,179,34177.5,Interest Credited,,
3629877,3007,2016-11-30,Credit,Interest Credit,202,38616.9,Interest Credited,,
3632749,3096,2016-11-30,Credit,Interest Credit,202,41987.9,Interest Credited,,
3630038,3011,2016-11-30,Credit,Interest Credit,15,10253.3,Interest Credited,,
3632388,3086,2016-11-30,Credit,Interest Credit,70,21947.9,Interest Credited,,
3632128,3076,2016-11-30,Credit,Interest Credit,89,21855.6,Interest Credited,,
3631024,3042,2016-11-30,Credit,Interest Credit,105,30661.3,Interest Credited,,
359709,1222,2016-11-30,Withdrawal,Withdrawal in cash,15,25768.1,Payment on Statement,,
356454,1207,2016-11-30,Withdrawal,Withdrawal in cash,15,47639.7,Payment on Statement,,
434482,1476,2016-11-30,Withdrawal,Withdrawal in cash,15,26405.7,Payment on Statement,,
436007,1481,2016-11-30,Withdrawal,Withdrawal in cash,15,16560.1,Payment on Statement,,
434043,1475,2016-11-30,Withdrawal,Withdrawal in cash,30,25210.2,Payment on Statement,,
434876,1477,2016-11-30,Withdrawal,Withdrawal in cash,15,19678.7,Payment on Statement,,
749629,2555,2016-11-30,Withdrawal,Withdrawal in cash,15,50186,Payment on Statement,,
748430,2552,2016-11-30,Withdrawal,Withdrawal in cash,15,38292.2,Payment on Statement,,
749132,2554,2016-11-30,Withdrawal,Withdrawal in cash,15,45993.1,Payment on Statement,,
745265,2543,2016-11-30,Withdrawal,Withdrawal in cash,15,33268.2,Payment on Statement,,
312186,1065,2016-11-30,Withdrawal,Withdrawal in cash,15,30405.9,Payment on Statement,,
313919,1071,2016-11-30,Withdrawal,Withdrawal in cash,30,16724.2,Payment on Statement,,
315742,1077,2016-11-30,Withdrawal,Withdrawal in cash,15,28511.6,Payment on Statement,,
1158188,3965,2016-11-30,Withdrawal,Withdrawal in cash,13100,33848,,,
1157266,3960,2016-11-30,Withdrawal,Withdrawal in cash,15,23729.4,Payment on Statement,,
1158121,3965,2016-11-30,Withdrawal,Withdrawal in cash,15,33833.4,Payment on Statement,,
1159149,3969,2016-11-30,Withdrawal,Withdrawal in cash,15,40663.5,Payment on Statement,,
1155708,3954,2016-11-30,Withdrawal,Withdrawal in cash,15,25464.2,Payment on Statement,,
833624,2838,2016-11-30,Withdrawal,Withdrawal in cash,30,73823.8,Payment on Statement,,
829087,2823,2016-11-30,Withdrawal,Withdrawal in cash,15,17014.8,Payment on Statement,,
1122964,3835,2016-11-30,Withdrawal,Withdrawal in cash,15,37769.9,Payment on Statement,,
1125544,3844,2016-11-30,Withdrawal,Withdrawal in cash,15,17928.9,Payment on Statement,,
3636783,3220,2016-11-30,Credit,Interest Credit,156,39479.6,Interest Credited,,
3634668,3152,2016-11-30,Credit,Interest Credit,133,31987.1,Interest Credited,,
3634146,3136,2016-11-30,Credit,Interest Credit,162,40456,Interest Credited,,
3636342,3210,2016-11-30,Credit,Interest Credit,211,54911.6,Interest Credited,,
3633966,3133,2016-11-30,Credit,Interest Credit,224,49633.5,Interest Credited,,
3634463,3146,2016-11-30,Credit,Interest Credit,10,12498.4,Interest Credited,,
3633103,3108,2016-11-30,Credit,Interest Credit,73,18259,Interest Credited,,
3635323,3173,2016-11-30,Credit,Interest Credit,85,20460.7,Interest Credited,,
3636490,3213,2016-11-30,Credit,Interest Credit,65,15883.8,Interest Credited,,
3633257,3113,2016-11-30,Credit,Interest Credit,156,29955.4,Interest Credited,,
3633684,3127,2016-11-30,Credit,Interest Credit,181,25867.2,Interest Credited,,
3633392,3117,2016-11-30,Credit,Interest Credit,87,21239.1,Interest Credited,,
3636426,3212,2016-11-30,Credit,Interest Credit,102,27809.6,Interest Credited,,
3635139,3168,2016-11-30,Credit,Interest Credit,102,24385.7,Interest Credited,,
3634820,3157,2016-11-30,Credit,Interest Credit,28,19293.1,Interest Credited,,
3635877,3195,2016-11-30,Credit,Interest Credit,105,27102.7,Interest Credited,,
754469,2574,2016-11-30,Withdrawal,Withdrawal in cash,15,31264.7,Payment on Statement,,
755140,2576,2016-11-30,Withdrawal,Withdrawal in cash,15,20685.8,Payment on Statement,,
790077,2694,2016-11-30,Withdrawal,Withdrawal in cash,15,38350,Payment on Statement,,
791205,2697,2016-11-30,Withdrawal,Withdrawal in cash,15,26378.6,Payment on Statement,,
788396,2687,2016-11-30,Withdrawal,Withdrawal in cash,15,25134.2,Payment on Statement,,
3661042,3960,2016-11-30,Credit,Interest Credit,99,23744,Interest Credited,,
3661676,3980,2016-11-30,Credit,Interest Credit,131,26145.5,Interest Credited,,
3660873,3954,2016-11-30,Credit,Interest Credit,104,25478.8,Interest Credited,,
3662265,4013,2016-11-30,Credit,Interest Credit,26,17856,Interest Credited,,
3660472,3939,2016-11-30,Credit,Interest Credit,148,36953.1,Interest Credited,,
3661196,3969,2016-11-30,Credit,Interest Credit,162,40678.1,Interest Credited,,
3663714,4318,2016-11-30,Credit,Interest Credit,158,40371.6,Interest Credited,,
3663013,4134,2016-11-30,Credit,Interest Credit,277,43674.7,Interest Credited,,
3663137,4171,2016-11-30,Credit,Interest Credit,192,30817.4,Interest Credited,,
3661317,3972,2016-11-30,Credit,Interest Credit,60,20527.7,Interest Credited,,
3662159,3999,2016-11-30,Credit,Interest Credit,146,37792.7,Interest Credited,,
3664376,4414,2016-11-30,Credit,Interest Credit,104,27136,Interest Credited,,
3664160,4377,2016-11-30,Credit,Interest Credit,197,27689.5,Interest Credited,,
3660938,3955,2016-11-30,Credit,Interest Credit,127,31321.7,Interest Credited,,
3663992,4352,2016-11-30,Credit,Interest Credit,288,67203.7,Interest Credited,,
3663473,4260,2016-11-30,Credit,Interest Credit,65,26218.4,Interest Credited,,
1136655,3883,2016-11-30,Withdrawal,Withdrawal in cash,15,25900.2,Payment on Statement,,
1136202,3882,2016-11-30,Withdrawal,Withdrawal in cash,15,25862.8,Payment on Statement,,
1273517,4355,2016-11-30,Withdrawal,Withdrawal in cash,15,26879.3,Payment on Statement,,
1272110,4350,2016-11-30,Withdrawal,Withdrawal in cash,15600,40537.8,,,
1272669,4352,2016-11-30,Withdrawal,Withdrawal in cash,15,67189.1,Payment on Statement,,
1271357,4347,2016-11-30,Withdrawal,Withdrawal in cash,15,29079.2,Payment on Statement,,
1272042,4350,2016-11-30,Withdrawal,Withdrawal in cash,15,40523.2,Payment on Statement,,
2464956,8129,2016-11-30,Withdrawal,Withdrawal in cash,15,43443.7,Payment on Statement,,
2465905,8132,2016-11-30,Withdrawal,Withdrawal in cash,30,37482.8,Payment on Statement,,
3585264,1671,2016-11-30,Credit,Interest Credit,119,29273.8,Interest Credited,,
3583498,1617,2016-11-30,Credit,Interest Credit,126,29903.8,Interest Credited,,
3585811,1684,2016-11-30,Credit,Interest Credit,154,49985.2,Interest Credited,,
3583858,1628,2016-11-30,Credit,Interest Credit,83,19752.9,Interest Credited,,
3583030,1603,2016-11-30,Credit,Interest Credit,102,22321.7,Interest Credited,,
3582408,1584,2016-11-30,Credit,Interest Credit,58,14297.3,Interest Credited,,
3583958,1630,2016-11-30,Credit,Interest Credit,19,22166.5,Interest Credited,,
3584843,1658,2016-11-30,Credit,Interest Credit,62,14962,Interest Credited,,
3583295,1610,2016-11-30,Credit,Interest Credit,185,41838,Interest Credited,,
3585462,1675,2016-11-30,Credit,Interest Credit,103,24711.9,Interest Credited,,
3582903,1601,2016-11-30,Credit,Interest Credit,81,19735.1,Interest Credited,,
3585974,1688,2016-11-30,Credit,Interest Credit,119,26533.8,Interest Credited,,
3584211,1637,2016-11-30,Credit,Interest Credit,106,27029.5,Interest Credited,,
3584660,1652,2016-11-30,Credit,Interest Credit,111,26083.5,Interest Credited,,
3584486,1644,2016-11-30,Credit,Interest Credit,179,44044.6,Interest Credited,,
3585616,1678,2016-11-30,Credit,Interest Credit,207,45268.1,Interest Credited,,
294266,1005,2016-11-30,Withdrawal,Withdrawal in cash,30,39180.9,Payment on Statement,,
294936,1006,2016-11-30,Withdrawal,Withdrawal in cash,15,27022.3,Payment on Statement,,
327634,1118,2016-11-30,Withdrawal,Withdrawal in cash,15,34202.3,Payment on Statement,,
330461,1126,2016-11-30,Withdrawal,Withdrawal in cash,15,18115,Payment on Statement,,
330886,1127,2016-11-30,Withdrawal,Withdrawal in cash,15,38514.5,Payment on Statement,,
681915,2327,2016-11-30,Withdrawal,Withdrawal in cash,15,42397.1,Payment on Statement,,
684585,2336,2016-11-30,Withdrawal,Withdrawal in cash,15,35436.8,Payment on Statement,,
685904,2342,2016-11-30,Withdrawal,Withdrawal in cash,15,18056.4,Payment on Statement,,
682844,2330,2016-11-30,Withdrawal,Withdrawal in cash,15,17158.1,Payment on Statement,,
258462,885,2016-11-30,Withdrawal,Withdrawal in cash,15,42251.9,Payment on Statement,,
259282,887,2016-11-30,Withdrawal,Withdrawal in cash,15,22096.1,Payment on Statement,,
257094,882,2016-11-30,Withdrawal,Withdrawal in cash,15,32749.1,Payment on Statement,,
260668,892,2016-11-30,Withdrawal,Withdrawal in cash,15,24808.7,Payment on Statement,,
258886,886,2016-11-30,Withdrawal,Withdrawal in cash,15,32022,Payment on Statement,,
259983,890,2016-11-30,Withdrawal,Withdrawal in cash,15,31444.5,Payment on Statement,,
264145,902,2016-11-30,Withdrawal,Withdrawal in cash,15,31429,Payment on Statement,,
262916,899,2016-11-30,Withdrawal,Withdrawal in cash,15,42409.8,Payment on Statement,,
265582,907,2016-11-30,Withdrawal,Withdrawal in cash,15,25586.3,Payment on Statement,,
262162,897,2016-11-30,Withdrawal,Withdrawal in cash,15,20384.1,Payment on Statement,,
1106030,3778,2016-11-30,Withdrawal,Withdrawal in cash,15,68624.3,Payment on Statement,,
1105003,3775,2016-11-30,Withdrawal,Withdrawal in cash,15,28693.3,Payment on Statement,,
1103911,3771,2016-11-30,Withdrawal,Withdrawal in cash,15,59336.5,Payment on Statement,,
1101060,3760,2016-11-30,Withdrawal,Withdrawal in cash,15,47314.3,Payment on Statement,,
763863,2609,2016-11-30,Credit,Credit in cash ,10703,76278.2,,,
763880,2609,2016-11-30,Credit,Credit in cash ,12330,65575.2,,,
764143,2609,2016-11-30,Withdrawal,Withdrawal in cash,15,76263.6,Payment on Statement,,
839820,2859,2016-11-30,Withdrawal,Withdrawal in cash,15,39891,Payment on Statement,,
1070517,3656,2016-11-30,Withdrawal,Withdrawal in cash,15,25122.6,Payment on Statement,,
1068874,3651,2016-11-30,Withdrawal,Withdrawal in cash,15,26606.4,Payment on Statement,,
3586461,1701,2016-11-30,Credit,Interest Credit,165,22277.1,Interest Credited,,
3587938,1750,2016-11-30,Credit,Interest Credit,187,40691.1,Interest Credited,,
3589761,1805,2016-11-30,Credit,Interest Credit,145,32901,Interest Credited,,
3588515,1771,2016-11-30,Credit,Interest Credit,95,21998.1,Interest Credited,,
3586359,1699,2016-11-30,Credit,Interest Credit,93,21878,Interest Credited,,
3589609,1801,2016-11-30,Credit,Interest Credit,186,62902.3,Interest Credited,,
3587155,1726,2016-11-30,Credit,Interest Credit,136,32870.2,Interest Credited,,
3587295,1730,2016-11-30,Credit,Interest Credit,120,27393.4,Interest Credited,,
3588720,1775,2016-11-30,Credit,Interest Credit,118,24562.8,Interest Credited,,
3587720,1743,2016-11-30,Credit,Interest Credit,85,21309.4,Interest Credited,,
3589827,1806,2016-11-30,Credit,Interest Credit,108,26362.5,Interest Credited,,
3586201,1695,2016-11-30,Credit,Interest Credit,105,24338.8,Interest Credited,,
3588387,1767,2016-11-30,Credit,Interest Credit,37,22121.8,Interest Credited,,
3588625,1773,2016-11-30,Credit,Interest Credit,101,24927.3,Interest Credited,,
3589005,1782,2016-11-30,Credit,Interest Credit,120,28663.2,Interest Credited,,
3588137,1761,2016-11-30,Credit,Interest Credit,104,29271.3,Interest Credited,,
3588873,1779,2016-11-30,Credit,Interest Credit,168,43330.4,Interest Credited,,
