order_id,account_id,Bank_to,account_to,amount
30738,912,Hypotecni bank,13603061,2332
30739,913,Trinity Bank,87569880,2128
30740,913,Fio bank ,52878284,2357
30741,913,Raiffeisen bank,91468649,4499
30742,914,Max bank,90846919,2298
30743,915,UniCredit Bank,88686042,6449
30744,915,Trinity Bank,73569780,14291
30745,916,UniCredit Bank,8061987,5299
30746,917,Air Bank,8629411,4669
30747,918,Bank Creditas,81464928,10076
30748,918,Max bank,19973844,2039
30749,919,Raiffeisen bank,87937092,4850
30750,920,UniCredit Bank,34669208,2437
30751,921,Fio bank ,13826614,1240
30752,921,Air Bank,38948452,536
30753,922,Kameron bank,51777029,898
30754,922,Hypotecni bank,73872160,255
30755,922,Trinity Bank,77783399,1652
30756,923,Air Bank,9631318,2087
30757,924,UniCredit Bank,21176868,308
30758,924,UniCredit Bank,71253311,1904
30759,925,Kameron bank,8015108,5395
30760,925,Trinity Bank,71048921,1068
30761,926,Max bank,50076764,1748
30762,927,Kameron bank,99075811,1623
30763,927,Czech export bank,57618069,5782
30764,928,Trinity Bank,72199558,4561
30765,929,Bank Creditas,61865889,5884
30766,930,PPF Bank,14144766,9356
30767,931,Fio bank ,69328868,998
30768,931,Czech export bank,98647319,1151
30769,931,Raiffeisen bank,13773954,461
30770,931,UniCredit Bank,2668875,864
30771,932,PPF Bank,95952808,2793
30772,933,Moneta Money Bank,91725241,2584
30773,934,UniCredit Bank,80159562,3236
30774,935,Czech export bank,14574545,2118
30775,936,Bank Creditas,95479797,2780
30776,936,Air Bank,51554924,224
30777,937,PPF Bank,99500470,1751
30778,938,Kameron bank,33329439,3282
30779,938,Moneta Money Bank,56959378,371
30780,939,Fio bank ,68136739,2108
30781,940,Czech export bank,99014985,4738
30782,941,Moneta Money Bank,16961235,3871
30783,943,Kameron bank,8294791,2144
30784,944,PPF Bank,46210002,5361
30785,945,Air Bank,63545399,8215
30786,947,Moneta Money Bank,67947453,1546
30787,947,Trinity Bank,99499773,1143
30791,950,J&T Bank ,13765102,8910
30792,951,Raiffeisen bank,47982436,2371
30793,952,Czech export bank,26491993,4946
30794,953,Czech export bank,93842464,1768
30795,953,Czech export bank,89555656,185
30796,954,Hypotecni bank,698990,357
30797,954,Kameron bank,55569523,1242
30798,954,Czech export bank,8703875,1906
30799,955,UniCredit Bank,52028411,7411
30800,957,J&T Bank ,90061181,2126
30801,958,Czech export bank,78640448,3990
30802,959,Czech export bank,48082047,579
30803,959,Fio bank ,1625001,2180
30804,960,Air Bank,8817315,3151
30805,960,J&T Bank ,19250178,5940
30806,961,Bank Creditas,58554261,8255
30807,963,Fio bank ,19417429,3799
30808,965,Moneta Money Bank,43064683,2853
30809,966,Moneta Money Bank,93294161,2129
30810,967,Hypotecni bank,9696704,6824
30811,968,Air Bank,47317737,7262
30812,970,Czech export bank,78745192,5260
30813,971,Air Bank,43347799,3860
30814,972,Czech export bank,64758044,897
30815,972,Air Bank,58550822,1141
30816,973,Raiffeisen bank,42422169,2909
30817,975,J&T Bank ,35931646,3550
30818,976,Czech export bank,17866748,5244
30819,977,Bank Creditas,60977023,6846
30820,978,Max bank,70650827,2062
30821,979,Raiffeisen bank,75259256,5354
30822,980,Bank Creditas,79582625,3632
30823,980,Trinity Bank,4869163,2889
30824,981,Max bank,83665114,1069
30825,981,UniCredit Bank,79798209,2769
30826,982,PPF Bank,6972080,2505
30827,982,Kameron bank,29559022,188
30828,982,J&T Bank ,44355207,148
30829,982,Czech export bank,19998705,192
30834,984,Fio bank ,37694537,5911
30835,985,UniCredit Bank,70730441,2227
30836,986,Kameron bank,23655325,2146
30837,987,Moneta Money Bank,1669747,3528
30838,988,Max bank,82773095,2512
30839,989,J&T Bank ,77140342,2262
30840,989,Raiffeisen bank,78910153,1147
30841,990,Air Bank,56577050,7538
30842,991,UniCredit Bank,2995044,6748
30843,992,Fio bank ,63584351,3231
30844,992,Raiffeisen bank,77042627,1071
30845,992,PPF Bank,3588748,335
30846,992,Fio bank ,40572267,2450
30847,993,Hypotecni bank,89932006,1812.3
30848,995,Czech export bank,21824896,2153
30849,995,Moneta Money Bank,80483859,143
30850,996,Raiffeisen bank,40804118,1934
30851,997,Trinity Bank,76536661,1046
30852,997,Kameron bank,37532264,700
30853,997,J&T Bank ,22804981,688
30854,997,J&T Bank ,66356766,36
30855,998,UniCredit Bank,21143341,7641
30859,1000,Air Bank,78449135,3179
30860,1000,J&T Bank ,8467102,1475
30861,1000,Czech export bank,62838387,2852
30864,1002,Air Bank,61809003,1293
30865,1002,Trinity Bank,29577315,1092
30866,1002,Air Bank,69410747,470
30867,1003,PPF Bank,18349242,5276
30868,1003,Max bank,66745954,185
30869,1004,Raiffeisen bank,48386609,5237
30870,1005,Bank Creditas,26423788,3302
30871,1005,UniCredit Bank,13424891,7896
30872,1006,Air Bank,28566903,390
30873,1006,Trinity Bank,8671278,2008
30874,1006,Trinity Bank,76910799,60
30875,1006,Raiffeisen bank,51874184,33
30876,1008,Raiffeisen bank,54770183,2691
30877,1009,UniCredit Bank,49052566,7521
30880,1011,Fio bank ,9464615,3400.5
30881,1011,Hypotecni bank,17116374,7085
30882,1012,Trinity Bank,56211417,4090.8
30883,1013,Bank Creditas,88824516,2081
30884,1015,Raiffeisen bank,18432247,3925
30885,1016,Max bank,35817569,2619
30886,1016,UniCredit Bank,21620893,2155
30887,1017,PPF Bank,49678987,4492
30888,1017,Moneta Money Bank,13622379,477
30889,1018,UniCredit Bank,21977925,1614
30890,1018,Moneta Money Bank,98507838,1028
30891,1019,Hypotecni bank,75165712,8127
30892,1019,PPF Bank,74068438,608
30893,1019,Bank Creditas,88047855,629
30894,1020,UniCredit Bank,40117269,1874
30895,1020,Bank Creditas,49670916,105
30896,1020,Max bank,24497020,10
30897,1021,Kameron bank,37461710,2259
30898,1024,PPF Bank,50779986,2074
30905,1026,PPF Bank,92388706,8099
30906,1026,Hypotecni bank,63060033,335
30907,1027,Bank Creditas,91939943,2117
30908,1029,Max bank,28123855,8136
30909,1029,Hypotecni bank,347924,342
30910,1030,PPF Bank,30616259,664
30911,1030,Hypotecni bank,98720079,1050
30912,1031,Air Bank,98259973,6817
30913,1031,UniCredit Bank,53443789,747
30914,1031,Czech export bank,61673647,51
30915,1031,Kameron bank,13939214,551
30916,1034,Trinity Bank,54495429,4219
30917,1035,J&T Bank ,68746489,2194
30918,1035,Air Bank,72017597,4942
30919,1036,Czech export bank,5921757,4095
30920,1037,Bank Creditas,89659267,1062
30921,1037,Max bank,73314934,940
30922,1037,Trinity Bank,22177893,1157
30923,1037,J&T Bank ,38512766,62
30924,1038,Czech export bank,88674932,2006
30925,1038,Moneta Money Bank,65748941,141
30926,1040,Air Bank,9653228,2342
30927,1040,Moneta Money Bank,15813100,7008
30930,1043,UniCredit Bank,18801582,6433
30931,1044,UniCredit Bank,62729650,2880
30932,1044,Moneta Money Bank,18615305,188
30933,1045,Moneta Money Bank,61220621,1730
30934,1046,Czech export bank,70391350,7399
30935,1047,Raiffeisen bank,74345159,4339
30936,1048,UniCredit Bank,24886042,3852
30937,1049,Trinity Bank,93252652,1545
30938,1049,Trinity Bank,13402939,954
30939,1050,Czech export bank,98150521,5673
30940,1053,Air Bank,8172607,1043
30941,1053,Air Bank,46275836,2439
30942,1054,PPF Bank,38208055,4736
30943,1055,J&T Bank ,7340211,2047
30944,1056,PPF Bank,50892353,2531.7
30945,1056,Trinity Bank,26736420,5692
30946,1057,Fio bank ,44777083,3090
30947,1058,Hypotecni bank,49857848,4761
30948,1058,Hypotecni bank,54740381,408
30949,1059,J&T Bank ,2758771,232
30950,1059,Bank Creditas,66466748,1914
30951,1061,Air Bank,97285127,3790
30952,1062,Kameron bank,56361120,7844
30953,1064,Fio bank ,99262660,2918
30954,1067,Kameron bank,90449589,7811
30955,1068,Bank Creditas,2958560,4219.5
30956,1068,Kameron bank,6389087,4737
30957,1068,Air Bank,29813301,3273
30958,1068,J&T Bank ,73765313,632
30959,1069,Air Bank,41750836,3080
30960,1070,UniCredit Bank,65257990,5116
30961,1071,Moneta Money Bank,21432626,4219.5
30962,1072,Czech export bank,47369968,3520
30963,1073,Czech export bank,88794773,3843
30964,1074,PPF Bank,51158940,1416
30965,1075,Hypotecni bank,87197690,3868
30966,1075,Max bank,90986024,208
30967,1076,Raiffeisen bank,42470806,2640
30968,1076,Air Bank,93423914,4447
30969,1078,Air Bank,33194816,3423
30970,1079,UniCredit Bank,42747187,10392
30971,1080,Hypotecni bank,40894991,6185
30972,1081,Fio bank ,41841411,2484
30973,1082,Hypotecni bank,8899295,2189
30974,1083,Raiffeisen bank,52041840,1930
30975,1083,Raiffeisen bank,1474237,835
30976,1083,Air Bank,70442372,4351
30977,1083,Trinity Bank,96308820,1416
30980,1085,UniCredit Bank,39862310,8537
30981,1086,Max bank,38448971,1376
30982,1086,UniCredit Bank,12634462,474
30983,1086,Trinity Bank,44293308,86
30984,1088,Hypotecni bank,46244287,3032
30985,1089,Czech export bank,36553853,756
30986,1089,Fio bank ,13997078,2962
30987,1090,Bank Creditas,12971461,3317
30988,1092,Bank Creditas,40163117,5664
30989,1093,Bank Creditas,99570404,8022.8
30990,1093,Trinity Bank,21858203,10261
30991,1094,Max bank,80894112,1408
30992,1094,Raiffeisen bank,27204376,747
30993,1095,UniCredit Bank,98788070,1119
30994,1095,Raiffeisen bank,77274346,3773
30995,1095,Kameron bank,69525956,896
30996,1095,Trinity Bank,92616253,1787
30997,1096,UniCredit Bank,24721879,3488
30998,1097,Czech export bank,95009862,7636
30999,1097,Czech export bank,33397758,870
31000,1097,J&T Bank ,50336754,577
31001,1097,Max bank,86982053,42
31002,1098,Kameron bank,2207518,619
31003,1098,Moneta Money Bank,47811776,1007
31009,1100,Czech export bank,60873585,174
31010,1100,Max bank,21850496,882
31011,1100,Air Bank,22059500,1103
31012,1101,Bank Creditas,64489167,7553
31013,1102,J&T Bank ,19876456,3559
31014,1104,Trinity Bank,72144114,8840
31015,1105,Trinity Bank,96368914,1839
31016,1105,Hypotecni bank,69901072,4015
31017,1106,Hypotecni bank,7667500,8022.8
31018,1107,Bank Creditas,55333268,1746
31019,1108,Bank Creditas,17273038,31
31020,1108,Czech export bank,30477523,2335
31021,1110,J&T Bank ,84862774,5427
31022,1111,Max bank,64148080,3962
31023,1113,J&T Bank ,6762576,3837
31024,1113,Air Bank,4878908,1809
31025,1114,Trinity Bank,41164273,3350
31026,1115,Czech export bank,13170951,2293
31027,1116,Bank Creditas,41694200,8086
31028,1117,Max bank,52116602,1640
31029,1117,Air Bank,64481568,1075
31030,1118,Max bank,32868296,3637
31031,1118,Moneta Money Bank,4071104,1388
31034,1120,Moneta Money Bank,5904931,1508
31035,1120,Raiffeisen bank,15175223,1195
31036,1123,Air Bank,11799949,2444
31037,1123,Hypotecni bank,23123979,6668
31038,1124,Hypotecni bank,20725280,4813.7
31039,1124,Air Bank,35057538,1030
31040,1124,Moneta Money Bank,54822939,2739
31041,1125,Air Bank,68780326,7895
31042,1125,Bank Creditas,79252308,11827
31043,1125,Max bank,34524190,238
31044,1125,Air Bank,64038717,1
31045,1126,Hypotecni bank,12984758,2791
31046,1127,Hypotecni bank,43852061,6260
31047,1128,Fio bank ,14786029,2070
31048,1129,Czech export bank,21761328,4604
31049,1129,Trinity Bank,57572519,2085
31050,1130,Fio bank ,6974792,2241
31053,1133,Hypotecni bank,45995962,2103
31054,1133,Bank Creditas,40755695,895
31055,1134,Czech export bank,83356666,1973
31056,1134,Bank Creditas,64548426,6007
31057,1135,Air Bank,62011670,1735
31058,1136,PPF Bank,88794064,3081.8
31059,1136,Air Bank,58973252,6249
31060,1136,Air Bank,17459643,2884
31061,1137,Moneta Money Bank,1497954,2121
31062,1139,UniCredit Bank,67396074,3081.8
31063,1139,J&T Bank ,88400810,1191
31064,1139,Max bank,4895151,3110
31065,1139,Max bank,35875827,2386
31066,1139,Czech export bank,71055465,479
31067,1140,Air Bank,74234366,2790
31068,1141,Czech export bank,42710840,1028
31069,1141,Fio bank ,31942546,907
31070,1141,PPF Bank,44392269,248
31071,1142,Raiffeisen bank,67380297,2077
31075,1144,Moneta Money Bank,64795172,2250
31076,1145,PPF Bank,24233013,478
31077,1145,Raiffeisen bank,38151466,1469
31078,1146,Czech export bank,77362507,3437
31079,1146,Fio bank ,46465182,1384
31081,1151,Hypotecni bank,90602427,3263
31082,1152,Moneta Money Bank,77527123,2186
31083,1153,Fio bank ,24663144,4918
31084,1153,UniCredit Bank,55908048,1033
31085,1154,PPF Bank,42328703,3475
31086,1155,Fio bank ,81956076,2260
31087,1158,J&T Bank ,11980402,2171
31088,1159,Raiffeisen bank,37861478,6470
31089,1160,Air Bank,20354813,3487
31090,1160,J&T Bank ,47398275,171
31091,1161,Bank Creditas,53418099,3947
31096,1165,J&T Bank ,13145977,8270
31097,1166,J&T Bank ,62584346,3105.2
31098,1166,Trinity Bank,69850820,4397
31102,1168,Hypotecni bank,84145503,2432
31103,1168,Moneta Money Bank,54825097,1838
31104,1168,UniCredit Bank,2626044,48
31105,1168,Hypotecni bank,34381449,40
31106,1169,Trinity Bank,74447035,7748
31107,1169,Hypotecni bank,2818489,591
31108,1170,Air Bank,66010159,2279.3
31109,1170,Trinity Bank,53990995,13057
31110,1171,Kameron bank,8577967,7893
31111,1173,Air Bank,85918098,950
31112,1173,Kameron bank,55954945,1352
31113,1174,Moneta Money Bank,72342484,720
31114,1174,PPF Bank,14356726,829
31115,1174,PPF Bank,69252133,3182
31119,1176,Air Bank,67840176,2267
31120,1177,Air Bank,63586568,541
31121,1177,PPF Bank,89210205,3499
31122,1177,Czech export bank,30046618,6306
31123,1178,Moneta Money Bank,17762130,5639
31124,1179,Max bank,68278848,2808
31125,1181,Czech export bank,84730392,3418
31126,1181,Hypotecni bank,99466686,329
31127,1181,Air Bank,73321759,123
31128,1182,Max bank,22986358,1662.7
31129,1183,Air Bank,94248866,1882
31130,1183,Fio bank ,47705107,1046
31131,1185,Raiffeisen bank,67108410,2581
31132,1185,Bank Creditas,46177363,249
31133,1187,Hypotecni bank,56067287,2288
31134,1188,Raiffeisen bank,60496938,4421
31135,1189,Moneta Money Bank,69967859,1944
31136,1189,Moneta Money Bank,59060120,344
31137,1190,Raiffeisen bank,18257963,8249
31142,1193,Raiffeisen bank,465041,7334
31143,1194,Hypotecni bank,70871931,3171
31144,1195,PPF Bank,70545512,1890
31145,1195,PPF Bank,17328250,453
31146,1196,Moneta Money Bank,66254877,12445
31147,1197,Bank Creditas,79359864,2582
31148,1199,PPF Bank,97586124,1948
31149,1199,Max bank,49255633,762
31150,1200,Raiffeisen bank,65062272,3743
31151,1200,Trinity Bank,63795244,525
31152,1200,Trinity Bank,13788360,3156
31153,1201,J&T Bank ,73948222,5873
31154,1201,Czech export bank,53580081,1836
31159,1203,Trinity Bank,84286474,465
31160,1203,Max bank,74031829,3232
31161,1203,Kameron bank,89206337,118
31162,1203,Trinity Bank,31680542,346
31163,1204,Hypotecni bank,46599167,2154
31164,1204,UniCredit Bank,21313643,4992
31165,1205,Air Bank,8382422,2989
31166,1206,Raiffeisen bank,50189578,3279
31167,1207,Bank Creditas,70412289,9252
31168,1207,Air Bank,3589851,1110
31169,1208,Bank Creditas,82192122,4426
31170,1208,PPF Bank,36384171,2126
31171,1209,Kameron bank,9581202,3568
31172,1211,Fio bank ,57585883,3073
31173,1211,Raiffeisen bank,33158874,890
31174,1211,Czech export bank,16959125,372
31175,1212,J&T Bank ,49310952,2805
31176,1213,Kameron bank,19831466,2984
31177,1214,Trinity Bank,29751098,4469
31178,1215,Fio bank ,60905134,2508
31179,1216,Czech export bank,9067219,2349
31180,1217,Kameron bank,9696394,151
31181,1217,Air Bank,58911669,1956
31182,1218,PPF Bank,27704996,3213.4
31183,1219,PPF Bank,86177932,3986
31184,1220,J&T Bank ,48306894,2770
31185,1221,Fio bank ,20722085,3213.4
31186,1222,Hypotecni bank,91109859,1727
31187,1223,Hypotecni bank,7625335,1398
31188,1223,J&T Bank ,87986993,4963
31194,1226,J&T Bank ,52769649,3826
31195,1227,Air Bank,31759178,5511
31196,1227,Moneta Money Bank,57943856,101
31197,1227,UniCredit Bank,14547312,980
31198,1227,Air Bank,39771598,2344
31199,1228,Kameron bank,34928244,1980
31200,1229,Max bank,85866784,5505
31201,1230,PPF Bank,91985517,3213.4
31202,1231,Moneta Money Bank,5624753,3485
31203,1231,PPF Bank,9577274,665
31204,1233,Moneta Money Bank,76341795,2260
31205,1234,Hypotecni bank,71036088,2236
31206,1235,Fio bank ,36736953,1843
31207,1235,Moneta Money Bank,56642502,1049
31208,1238,PPF Bank,28000951,2256
31209,1239,Raiffeisen bank,83388852,3744
31210,1240,UniCredit Bank,14062285,4353
31211,1241,Trinity Bank,97685855,1368
31212,1241,PPF Bank,21271294,2201
31213,1241,Hypotecni bank,87002157,227
31214,1242,J&T Bank ,11588836,5355.7
31215,1242,Moneta Money Bank,12355560,4910
31216,1242,Kameron bank,62675297,3674
31217,1242,Czech export bank,25744539,422
31218,1242,Max bank,13214141,38
31219,1244,Trinity Bank,22533941,903
31220,1244,PPF Bank,81744551,2122
31221,1244,Hypotecni bank,97042274,406
31222,1244,Fio bank ,49724513,54
31223,1244,Kameron bank,67696446,748
31224,1245,PPF Bank,42008179,3611
31225,1246,Kameron bank,34252166,3239
31226,1247,Air Bank,9652227,2077
31227,1248,Kameron bank,25126809,3176
31228,1249,Bank Creditas,91224199,704
31229,1249,Moneta Money Bank,65504103,392
31230,1249,Fio bank ,4520500,1361
31231,1250,Moneta Money Bank,21845096,3805.2
31232,1250,Air Bank,14470041,61
31233,1250,PPF Bank,49418222,10069
31234,1251,Max bank,78350180,7870
31235,1252,Max bank,84370898,4114.7
31236,1253,Czech export bank,64931833,3865
31237,1253,Hypotecni bank,10639518,5330
31238,1255,Moneta Money Bank,13613921,4598
31239,1256,Kameron bank,72944313,1178
31240,1256,Bank Creditas,69528400,5450
31241,1256,PPF Bank,9768981,1974
31242,1257,J&T Bank ,16047442,4387
31243,1258,Kameron bank,56178200,759
31244,1258,Czech export bank,77309888,1174
31245,1259,PPF Bank,29708302,724
31246,1259,UniCredit Bank,46119725,2108
31247,1259,Trinity Bank,47106474,464
31248,1259,Hypotecni bank,87490993,1429
31249,1260,Fio bank ,76420205,6594
31250,1261,J&T Bank ,48037660,9222
31251,1262,Trinity Bank,16308558,2821
31252,1264,Air Bank,35251403,6605
31253,1265,Fio bank ,2120972,1870
31254,1266,UniCredit Bank,3816020,9291
31255,1267,Moneta Money Bank,53632640,2271
31256,1267,Air Bank,92731403,867
31257,1267,Czech export bank,38344526,21
31258,1267,Fio bank ,69378167,1672
31259,1268,Bank Creditas,70287799,2220
31260,1269,J&T Bank ,70135479,6840
31261,1269,Trinity Bank,78545605,599
31262,1270,Kameron bank,27904290,2077.3
31263,1270,Hypotecni bank,88882463,4162
31264,1271,Trinity Bank,44934696,4128
31265,1272,PPF Bank,75666576,1246.4
31266,1273,PPF Bank,25406718,3863
31267,1275,PPF Bank,30025339,1903
31268,1276,Czech export bank,19942432,3839
31269,1276,Air Bank,87970047,508
31270,1276,Kameron bank,23086488,169
31271,1277,Czech export bank,2533764,3175
31276,1279,Fio bank ,61846792,3587
31277,1280,Trinity Bank,39353507,2491
31282,1284,Kameron bank,29951918,4375.5
31283,1285,Air Bank,21816671,7213
31284,1286,PPF Bank,38014668,8500
31285,1287,Trinity Bank,52661430,2623
31286,1287,Max bank,28742987,6619
31287,1287,J&T Bank ,8041507,525
31288,1288,PPF Bank,87367409,2948
31289,1289,Czech export bank,91892945,6950
31291,1291,Czech export bank,71369182,1333
31292,1291,PPF Bank,15883821,335
31293,1292,UniCredit Bank,61391454,1653
31294,1292,Max bank,43192416,1457
31295,1292,Raiffeisen bank,75588404,221
31296,1293,UniCredit Bank,91569077,3484
31297,1294,Bank Creditas,59882163,1404
31298,1294,Max bank,31563121,2177
31299,1295,Max bank,74620097,3282
31300,1296,Moneta Money Bank,57227110,1607
31301,1297,PPF Bank,23392784,2878
31302,1297,Max bank,17594236,3311
31303,1298,UniCredit Bank,11863774,5822
31304,1299,J&T Bank ,17364889,317
31305,1299,Moneta Money Bank,4791987,2291
31308,1302,Max bank,38729328,3924
31309,1303,PPF Bank,57378178,3601
31310,1304,J&T Bank ,84192180,2368.9
31311,1306,Air Bank,36806219,5023
31312,1306,PPF Bank,20391887,942
31313,1306,Trinity Bank,58231496,1888
31314,1307,Czech export bank,88894867,3297
31315,1308,J&T Bank ,27181756,3206
31316,1309,Kameron bank,95435869,2600
31317,1309,Air Bank,27833730,10199
31318,1311,Max bank,53567492,9327
31319,1312,Bank Creditas,56866002,1690
31320,1314,PPF Bank,52970862,6889
31321,1315,Air Bank,869143,2813
31322,1315,Fio bank ,62296283,299
31323,1315,UniCredit Bank,4333562,3160
31324,1316,Raiffeisen bank,70345508,1130
31325,1316,Hypotecni bank,87733494,619
31326,1316,Trinity Bank,61034697,233
31327,1317,Air Bank,54353141,3493
31328,1318,Bank Creditas,77757256,5154
31329,1318,Kameron bank,10788429,8677
31330,1318,Kameron bank,50830727,1762
31331,1318,UniCredit Bank,13490295,2015
31332,1318,Kameron bank,44717049,744
31333,1319,PPF Bank,20581275,6185
31334,1319,Air Bank,35347509,884
31335,1319,Trinity Bank,91518568,1362
31336,1320,Trinity Bank,72762423,4377
31337,1320,UniCredit Bank,96369796,907
31338,1320,Bank Creditas,17258435,149
31339,1320,Raiffeisen bank,99194561,80
31340,1321,Trinity Bank,33750575,2683
31341,1321,J&T Bank ,3041947,636
31342,1322,Bank Creditas,3167045,1485
31343,1322,Czech export bank,6584710,1431
31344,1323,Czech export bank,80685257,9720
31345,1324,Bank Creditas,6513697,2741
31346,1324,Moneta Money Bank,7442152,680
31347,1325,Fio bank ,62716066,362
31348,1325,Max bank,37066787,1766
31349,1326,Air Bank,57284325,96
31350,1326,Fio bank ,42594999,786
31351,1326,Bank Creditas,57544726,1207
31352,1326,Fio bank ,85305046,954
31353,1328,Kameron bank,49398750,3249.8
31354,1329,Max bank,31472492,1960.2
31355,1329,Fio bank ,69419830,3368
31356,1329,Kameron bank,48227208,5081
31358,1331,Air Bank,74847352,1096
31359,1331,Trinity Bank,79824220,3320
31360,1332,UniCredit Bank,12752318,4755
31361,1333,UniCredit Bank,53933286,6508
31362,1335,Fio bank ,86276912,5367
31363,1335,UniCredit Bank,66854125,1044
31364,1336,J&T Bank ,63792580,9426
31365,1337,Hypotecni bank,46227514,3264
31366,1338,J&T Bank ,87075221,4545
31367,1338,Czech export bank,42143994,897
31368,1338,PPF Bank,85222345,157
31369,1340,Raiffeisen bank,25240075,818
31370,1340,J&T Bank ,67103540,472
31371,1340,Moneta Money Bank,64112800,1120
31372,1341,UniCredit Bank,57686775,2098
31373,1342,Air Bank,42622768,1079
31374,1342,Trinity Bank,75854611,2517
31375,1342,Bank Creditas,45400208,1011
31376,1342,Air Bank,30762762,3665
31380,1345,Bank Creditas,37129354,3294
31381,1345,Kameron bank,89492493,848
31382,1346,Hypotecni bank,66261118,1592
31383,1346,Kameron bank,56407761,475
31384,1347,Bank Creditas,98295950,2066
31385,1348,J&T Bank ,53150421,5025
31386,1348,Bank Creditas,8676511,17
31387,1348,Max bank,14109647,492
31388,1349,Fio bank ,14006042,2292
31389,1349,Czech export bank,96585589,1521
31390,1350,Czech export bank,97355442,1079
31391,1350,UniCredit Bank,23763126,6875
31392,1350,Fio bank ,96030205,3493
31393,1351,Fio bank ,55786406,2227
31394,1352,Moneta Money Bank,58356165,2976
31395,1352,Hypotecni bank,39692401,3445
31396,1352,Trinity Bank,54978299,370
31397,1352,Trinity Bank,98708682,213
31398,1353,Fio bank ,64405166,651
31399,1353,Fio bank ,98736470,6646
31400,1354,Fio bank ,24313408,3080
31401,1355,Hypotecni bank,64249014,3606
31402,1357,Trinity Bank,34856063,2290
31403,1358,Moneta Money Bank,97084825,2980
31404,1361,Kameron bank,67573106,6195
31405,1363,Fio bank ,46678805,5046
31406,1363,Raiffeisen bank,28982448,1517
31407,1363,UniCredit Bank,35128331,82
31408,1363,Czech export bank,19618755,243
31411,1365,Czech export bank,53364294,2314
31412,1366,Moneta Money Bank,26513684,4773
31413,1366,Bank Creditas,24074399,310
31414,1366,Max bank,48775595,1
31415,1367,UniCredit Bank,3021765,3872
31416,1367,Bank Creditas,41883254,193
31417,1367,Fio bank ,58902168,717
31418,1367,Max bank,69351130,431
31419,1368,J&T Bank ,10035527,4439
31420,1369,Kameron bank,25008797,6005
31421,1369,Raiffeisen bank,43920379,1738
31422,1370,Hypotecni bank,50552004,1852
31423,1371,Fio bank ,48874825,3074
31424,1373,UniCredit Bank,6348324,1628
31425,1373,J&T Bank ,9301025,346
31426,1374,Hypotecni bank,38325822,8107.3
31427,1375,J&T Bank ,90090238,5930
31428,1375,UniCredit Bank,47862768,1889
31429,1376,Fio bank ,86161052,2731
31430,1377,Fio bank ,94826453,2272
31431,1378,Fio bank ,81520026,2953
31432,1378,Trinity Bank,29417294,1347
31433,1378,Czech export bank,12318605,693
31434,1378,Kameron bank,95008945,881
31435,1379,Kameron bank,47752141,6953
31436,1380,Raiffeisen bank,34163099,8829
31437,1380,J&T Bank ,91279375,1100
31438,1380,Fio bank ,88771873,1200
31439,1381,Bank Creditas,30807364,2705
31440,1382,PPF Bank,22867429,2059
31441,1383,Moneta Money Bank,38012504,2173
31442,1385,Fio bank ,75899833,9834
31447,1389,PPF Bank,18867123,5227.7
31448,1389,Hypotecni bank,71177351,6376
31449,1390,Kameron bank,35191500,1011
31450,1390,Trinity Bank,43511337,6147
31451,1391,Fio bank ,42852616,3053
31452,1392,Trinity Bank,64765941,3081
31453,1392,Bank Creditas,15265077,4216
31454,1393,PPF Bank,81478815,5254
31455,1394,Air Bank,28259659,1454
31456,1394,Bank Creditas,14472324,646
31457,1395,Bank Creditas,54942530,3432
31458,1396,Kameron bank,60094183,14707
31459,1397,UniCredit Bank,51145178,8319
31460,1399,PPF Bank,36796647,5427
31461,1399,Hypotecni bank,32165342,13
31462,1399,Air Bank,87596064,29
31463,1399,Raiffeisen bank,64385211,345
31468,1401,PPF Bank,35891682,2463
31469,1402,Bank Creditas,2188045,2073
31470,1402,PPF Bank,79063850,2221
31471,1402,PPF Bank,52195531,471
31472,1402,Trinity Bank,12338292,374
31473,1403,Bank Creditas,50271129,9120
31474,1404,PPF Bank,6610733,2121
31475,1404,Max bank,64530676,6306
31476,1404,J&T Bank ,76187407,123
31477,1404,Hypotecni bank,45402222,53
31478,1404,PPF Bank,96404462,483
31479,1405,Moneta Money Bank,27032226,2229
31480,1405,Bank Creditas,63219690,158
31481,1406,Trinity Bank,24323117,2302
31482,1406,J&T Bank ,43622702,458
31483,1407,Max bank,51198023,5227.7
31484,1407,Bank Creditas,30396717,14882
31487,1410,Raiffeisen bank,63791805,3816
31488,1411,J&T Bank ,50814467,5174
31489,1412,Czech export bank,20603227,936
31490,1412,UniCredit Bank,65591120,1773
31491,1412,Bank Creditas,86234765,1110
31492,1413,Moneta Money Bank,68355953,2016
31493,1413,Kameron bank,67985760,3477
31494,1413,Bank Creditas,30746954,620
31495,1414,Kameron bank,31974488,1920
31496,1414,UniCredit Bank,8757979,5397
31497,1414,Air Bank,13936388,1817
31500,1416,Moneta Money Bank,1996410,3688
31501,1417,Fio bank ,84443246,7394
31502,1418,Czech export bank,96634888,6759
31503,1419,Fio bank ,61356300,3305
31504,1420,Fio bank ,22850889,1794
31505,1422,Max bank,24991828,2655
31506,1423,Hypotecni bank,64437407,2394
31507,1423,PPF Bank,50862812,1213
31508,1424,Air Bank,45458507,6224
31509,1425,UniCredit Bank,22342765,4069
31510,1426,Moneta Money Bank,15124905,2681
31511,1427,Kameron bank,54532253,6046
