CUST_ID,CREDIT_CARD_NUMBER,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PAYMENTS,TENURE,DATE_OF_TXN
C10317,1531-8679-3410-2024,3628.49,1481.74,368.66,7882.74,13,2023-10-22
C10318,6901-5127-7159-4036,1941.35,1205.34,996.39,2318.41,14,2023-08-18
C10319,6218-3280-9201-3287,3602.38,3046.06,399.28,204.7,30,2024-12-23
C10320,7585-9409-7033-4211,2407.65,2056.66,705.22,9879.35,8,2024-04-08
C10321,8673-4207-0676-9662,4685.18,1322.22,2016.82,531.29,2,2024-04-11
C10322,4478-1382-2057-9618,2323.58,2018.98,515.38,1831.04,11,2024-11-10
C10323,1659-9551-0189-0411,3912.06,678.66,1724.06,12161.59,29,2023-08-26
C10324,2236-9781-4579-9600,786.16,131.96,1657.22,7376.9,24,2024-01-29
C10325,6733-4262-6788-4619,1519.08,802.91,2882.17,1683.29,24,2024-09-12
C10326,4513-0896-8553-9057,619,224.49,2993.75,3151.91,14,2024-02-12
C10327,4195-7130-9681-9164,2907.56,1977.64,2783.12,13126.72,16,2024-02-24
C10328,1244-4116-9130-8277,913.15,708.12,1341.49,822.11,12,2023-03-08
C10329,7618-1263-6826-1221,101.89,34.74,878.7,352.45,7,2023-09-15
C10330,0113-9287-4912-9989,829.08,685.98,2142.33,4951.58,32,2023-09-11
C10331,8791-3454-1274-7135,4937.54,1877.46,1739.67,2614.6,7,2024-01-19
C10332,2483-5333-8293-2390,4503.23,3690.73,2193.35,5213.73,12,2024-06-16
C10333,0591-9732-7441-0715,2934.43,777.21,388.18,1802.63,19,2024-03-14
C10334,5493-4026-1331-3497,3262.98,3112.02,2158.72,2071.21,3,2024-04-25
C10335,8537-9897-0695-6386,1607.17,300.21,49.8,2888.57,12,2024-05-15
C10336,1426-5718-6584-2062,4759,533.85,1924.08,547.6,23,2023-11-05
C10337,2782-7239-4443-7653,2416.13,1029.14,785.96,6229.44,34,2024-12-09
C10338,5518-4556-9769-5541,225.88,11.27,925.51,13807.74,5,2023-04-13
C10339,3519-3101-3822-4665,1492.42,1225.09,208.7,2682.66,28,2023-11-18
C10340,9575-7606-8693-9863,3255.73,431.52,2007.16,13727.28,13,2024-05-10
C10341,6059-1479-2339-0917,140.39,51.57,2776.12,3477.44,5,2023-07-26
C10342,3576-6979-0192-7965,807.19,540.52,2728.1,4921.68,21,2024-07-03
C10343,0831-3382-2893-7223,1835.26,499.89,252.21,16808.12,2,2024-10-29
C10344,6269-7473-4608-0931,630.47,72.23,2604.63,2888.31,5,2023-03-16
C10345,0636-6030-6902-2890,358.03,132.17,819.34,11077.12,1,2024-01-10
C10346,3752-2922-2661-9349,2832.19,2148.1,1641.78,6175.54,6,2023-11-18
C10347,5898-1410-8211-5219,4793.05,4126.77,2340.71,11904.35,1,2024-09-26
C10348,4016-3594-1655-4310,4781.39,3971.74,2362.04,1033.53,25,2024-08-30
C10349,3841-0817-3115-5044,2450.51,659.52,347.99,8715.61,22,2023-10-08
C10350,8468-4272-1253-2109,1568.73,906.22,1672.35,7498.76,18,2024-07-17
C10351,8235-4181-5847-2579,4976.82,4371.52,1874.76,5419.55,28,2023-06-22
C10352,1135-9104-6409-3938,4377.64,193.77,2532.01,11621.24,3,2024-07-30
C10353,7229-3892-0802-8599,638.48,213.21,2554.32,5279.96,12,2024-05-17
C10354,6920-9870-4744-9383,4371.6,2297.1,2722.95,7178.19,28,2024-02-20
C10355,1142-4515-9484-8707,2483.58,1312.46,764.4,717.07,35,2024-05-11
C10356,4617-2227-5456-1308,1691.35,624.05,544.01,8142.55,4,2023-05-04
C10357,8191-7659-6580-7229,4538.01,1259.88,465.78,5296.31,6,2024-02-26
C10358,1376-4291-6678-2478,181.07,18.3,698.54,3352.71,31,2023-02-02
C10359,9670-3264-9849-6837,3252.55,3118.34,1558.5,5256.36,12,2023-03-16
C10360,5850-8280-5348-5058,891.15,690.4,556.87,6394.64,22,2023-02-12
C10361,3403-5531-2094-6547,3324.96,1233.81,1199.89,9297.83,2,2023-06-04
C10362,5920-1597-4343-7175,3559.24,1618.6,1042.4,5520.13,15,2023-04-20
C10363,7246-1704-4754-6520,3327.7,557.34,187.28,1051.22,7,2024-11-07
C10364,6626-8926-6765-8706,2074.44,1174.86,2600.06,6351.31,23,2023-04-07
C10365,5716-0264-4519-8082,4665.29,853.95,2808.45,4172.44,11,2023-01-01
C10366,6279-5662-2020-2745,1842.61,1553.7,2111.27,10174.63,31,2024-11-30
C10367,0836-4259-1097-4956,2995.58,766.37,95.86,743.7,17,2023-12-25
C10368,3925-2892-4866-2920,3999.25,261.44,1213,6803.9,7,2024-12-16
C10369,7625-6467-4900-6156,2884.01,2226.13,2558.55,5418.95,13,2023-10-08
C10370,8540-3687-2759-1189,2160.33,1592.46,1200.84,1193.31,30,2024-04-25
C10371,1350-1317-6997-4963,3169.25,1707.1,2127.66,5799.23,36,2023-05-15
C10372,2808-9152-0069-3129,984.47,927.05,2125.78,915.03,24,2024-08-08
C10373,2324-7259-1424-2241,497.22,304.12,2957.93,577.88,27,2023-02-19
C10374,4870-2220-0779-5863,2092.89,1107.73,181.61,1410.16,30,2023-10-21
C10375,0792-6709-8492-9942,1263.7,480.16,2056.93,4788.83,33,2023-09-06
C10376,8436-7918-0678-1705,3190.39,1980.2,1317.1,6095.44,16,2023-01-06
C10377,2068-4347-8948-8595,3993.23,941.7,2776.66,5514.91,18,2023-08-09
C10378,4451-2764-9633-0165,2552.13,2345.02,2668.31,1438.3,34,2023-06-06
C10379,6234-9021-4781-9800,4902.78,809.41,2397.32,6557.35,9,2024-12-13
C10380,7471-0308-9024-9512,424.17,343.6,2898.16,399.53,20,2024-07-12
C10381,3425-1460-9005-0380,4040.65,771.86,830.37,920.15,30,2024-12-01
C10382,1621-8842-1865-6454,2958.67,1868.63,884.13,5933.47,1,2023-05-23
C10383,0312-3378-7727-4785,1735.72,224.46,2216.15,61.22,22,2024-08-11
C10384,0007-8889-1970-5384,3176.11,1522.79,122.03,6399.98,24,2024-05-15
C10385,7645-6327-8992-1600,3177.14,2888.96,2138.17,1986.4,30,2023-07-30
C10386,8109-8018-1137-9228,1258.4,1062.14,1935.11,7079.12,34,2024-02-11
C10387,8310-0551-7086-4566,366.74,228.18,2146.3,3666.63,2,2023-12-01
C10388,5597-1138-8119-2821,1579.79,670.21,226.83,2758.02,13,2023-02-10
C10389,8803-1152-6631-4705,4546.83,2164.48,2685.86,74.87,28,2023-11-15
C10390,8535-9358-4723-3413,1915.05,889.88,2691.5,1709.65,2,2024-10-12
C10391,5003-5693-5592-8067,351.18,269.05,1353.43,961.29,25,2023-01-05
C10392,8562-1358-0795-5214,3708.37,1720.29,835.77,14138.83,12,2023-07-04
C10393,1112-9129-9086-7811,2760.7,2160.35,2415.34,682.14,16,2023-08-06
C10394,0657-8502-1112-0163,3726.17,3047.29,1268.21,10097.33,36,2024-06-26
C10395,9280-7912-7046-5819,3740.27,1311.05,2969.18,8385.65,13,2023-02-06
C10396,7681-7925-5388-7900,1212.79,942.56,1195.09,1433.81,33,2024-02-13
C10397,9944-1256-7690-1927,1065.72,703.88,2504.37,2899.75,33,2024-06-16
C10398,7633-2529-9329-7275,1541.74,1539.44,2197.8,12058.18,28,2024-06-08
C10399,3659-3566-7623-4568,3799.13,1604.22,108.44,2448.4,25,2023-07-05
C10400,7479-7238-1010-2311,3163.21,2563.45,1291.41,7127.76,28,2023-09-15
C10401,6738-7265-1593-5975,1946.3,79.02,609.25,51.4,36,2023-05-15
C10402,6600-5787-9153-2302,2584.31,1995.62,1635.25,1116.32,11,2024-05-29
C10403,2643-3276-1451-5823,2190.07,1812.73,1396.18,3886.97,19,2024-12-12
C10404,9617-4243-8186-1678,2402.61,1906.39,2598.02,1057.97,35,2023-01-07
C10405,3216-5692-7722-3308,1348.64,1252.13,2409.7,1947.88,19,2024-01-30
C10406,3098-8573-4179-6219,2171.41,2107.29,1098.79,821.82,5,2024-06-28
C10407,8217-3836-7198-6629,688.64,521.88,2632.75,2710.27,32,2024-10-21
C10408,4975-6598-2140-2271,1646.12,924.05,638.18,3082.03,5,2024-12-03
C10409,3993-1023-3088-9557,2183.61,221.54,1038.39,9078.67,35,2024-07-24
C10410,2716-1656-5207-1658,3056.98,331.5,935.91,4424.43,25,2024-10-27
C10411,5645-4571-7304-3913,4549.45,3144,1217.31,3109.76,28,2024-01-11
C10412,6741-0406-4276-0535,329.32,0.76,270.09,9140.8,22,2023-02-28
C10413,3772-6208-3135-8063,1441.64,1408.92,135.23,2315.68,21,2024-09-24
C10414,2507-3119-3097-8981,3414.84,1524.82,1642.91,326.5,14,2023-02-01
C10415,2780-0653-3623-3065,640.03,118.97,2607.27,10624.07,23,2023-09-03
C10416,7590-8672-8821-1308,1782.75,232.59,1414.72,5943.08,12,2023-08-03
C10417,4398-2486-8828-1380,3050.65,940.07,2279.36,10534.84,22,2023-07-20
C10418,1926-6111-8709-5305,4562.67,1875.27,2387.46,4771.18,24,2023-04-06
C10419,3082-5182-4461-5329,2587.22,416.89,1425.58,10439.6,8,2024-01-11
C10420,0773-0309-2993-4246,3474.57,1922.99,1702.67,13976.25,22,2024-02-14
C10421,8394-2317-3169-1368,3672.18,243.84,2862.94,10682.17,28,2024-10-31
C10422,6634-8465-2307-6545,4433.13,4301.95,2268.57,6923.71,20,2024-07-03
C10423,5257-6606-1531-2797,3978.26,2597.16,2794.92,10066.75,26,2023-02-02
C10424,6240-3499-0077-6240,1470.01,1430.51,816.22,693.8,15,2023-09-21
C10425,9851-0985-1729-9109,3922.1,1103.57,1872.69,3662.69,1,2024-01-04
C10426,4568-6145-3099-8644,2180.03,105.93,2543.16,5382.24,25,2023-05-15
C10427,5780-5886-8313-3739,4918.93,4035.35,1276.96,10456.25,3,2024-12-08
C10428,5307-0906-8925-4804,1378.57,734.72,2623.42,9595.74,29,2024-05-22
C10429,0375-5127-7559-0102,1455.28,661.61,766.4,8206.68,20,2023-09-02
C10430,0016-8005-6269-5303,4083.02,3161.03,1317.98,2094.37,33,2023-03-04
C10431,2567-7962-1248-8800,4396.55,2341.41,2599.1,12747.14,36,2023-07-15
C10432,3582-4698-4411-5896,3380.57,1642.02,2954.54,17314.21,14,2023-07-04
C10433,7163-8236-6870-6444,4858.43,1536.83,743.22,15453.19,30,2024-03-12
C10434,8341-9035-8128-3430,3569.79,431.11,2856.35,2897.35,26,2023-06-18
C10435,9085-5207-6075-0068,1340.95,926.64,453.33,561.86,9,2024-11-29
C10436,2794-7327-5877-5567,1081.21,480.53,2385.15,11378.17,29,2024-08-18
C10437,7976-3093-7918-4437,561.55,72.92,340.57,6226.36,12,2024-07-31
C10438,9161-8786-5649-0554,2898.68,924.68,1087.73,421.56,25,2024-06-18
C10439,0687-6257-1495-9875,1166.56,857.78,2691.14,3285.87,25,2023-06-01
C10440,6202-6819-8757-7601,4167.89,935.84,1613.49,4805.21,32,2024-12-16
C10441,5066-3889-9756-8442,1314.61,700.6,2863.59,12770.24,11,2023-10-24
C10442,8401-3082-6141-1821,3610.95,2261.19,2145.14,11604.32,12,2024-04-24
C10443,6812-3031-3888-0334,3092.12,766.96,1011.02,2468.68,9,2023-04-23
C10444,1954-6365-7806-7693,1676.1,1202.65,108.58,1282.31,14,2023-08-13
C10445,0753-4849-9325-2391,1590.53,488.38,1399.8,6203.13,14,2024-03-25
C10446,1490-8898-4439-9141,2801.8,1911.65,2582.82,2377.6,30,2023-06-10
C10447,4241-7169-9376-2516,2652.48,1913.42,191.36,2026.6,21,2024-07-07
C10448,3556-7816-9038-1094,1166.59,919.8,1701.52,11063.22,35,2023-10-31
C10449,8874-3819-1419-2847,3814.14,3303.35,1213.36,434.49,34,2023-05-25
C10450,1779-2931-9127-7552,1736.73,1350.82,2989.21,8377.02,23,2024-09-13
C10451,5775-9446-8685-1568,3980.43,2480.86,1731.57,647.57,30,2023-10-16
C10452,9568-6489-4167-4765,3725.57,145.25,634.75,9453.31,2,2023-05-29
C10453,9042-7812-3537-9432,2237.62,1385.23,438.26,2361.43,12,2023-12-23
C10454,1685-3468-4573-1204,2814.27,244.66,97.27,2694,20,2024-08-27
C10455,8984-0363-5964-8382,211.49,131.44,832.76,4121.52,3,2024-02-25
C10456,2206-0232-2504-8687,4678.28,1846.52,2579.68,12317.4,5,2023-02-21
C10457,3481-2577-6808-4051,4951.28,3487.82,2767.41,231.47,19,2023-07-30
C10458,7472-6796-6088-1496,3345.05,2818.91,2393.78,8930.44,9,2023-08-20
C10459,1522-1090-2317-8654,2202.31,1556.82,1688.88,12791.77,33,2024-08-27
C10460,0893-2200-4689-4209,3723.9,2990.03,2669.25,14235.97,10,2024-03-05
C10461,0825-9646-1743-8772,1854.07,1526.41,1552.07,3080.8,8,2023-01-10
C10462,4819-1091-1385-8667,1492.07,183.83,1996.88,812.35,27,2024-07-13
C10463,3317-6482-8230-3411,2828.09,1195.34,2326.24,10025.65,10,2024-01-26
C10464,7744-0316-0707-9471,2299.92,1568.3,2341.49,16326.24,32,2024-10-19
C10465,9634-5357-0003-5653,4615.87,1285.13,1589.35,7203.56,10,2024-09-27
C10466,2628-1286-9734-0479,3923.44,3786.88,950.03,3851.28,9,2024-07-09
C10467,2631-8218-7367-1178,1808.43,1176.97,2192.38,6358.03,14,2023-08-23
C10468,2534-0192-8921-4572,4191.25,2223.76,1136.75,1818.86,18,2024-06-08
C10469,1495-2023-0765-8125,3560.37,3010.93,2985.27,2669.79,28,2024-03-13
C10470,6852-8387-4389-5773,1868.18,1298.37,1133.51,16078.79,6,2024-12-03
C10471,9409-6325-6698-9524,1743.92,1234.45,2937.79,5926.87,11,2023-03-25
C10472,2879-8305-1071-4583,4766.29,2244.82,2618.24,3474.89,15,2024-06-26
C10473,1165-3031-5596-4378,3381.57,2623.48,2828.15,8961.26,1,2023-06-16
C10474,8860-6127-4504-4885,4765.43,3280.53,337.52,4082.26,3,2024-04-03
C10475,7224-8127-4023-8442,979.68,936.45,2459.87,7289.44,24,2023-07-06
C10476,0377-3406-5754-8407,2456.57,1999.47,2112.88,2820.26,27,2023-01-25
C10477,0065-4703-4556-7960,762.09,284.71,2173.75,5620.59,30,2023-07-21
C10478,4782-4830-1253-5800,981.81,761.16,388.88,1226.34,21,2023-12-29
C10479,7606-8675-1984-3071,3114.93,1160.32,1746.73,16215.81,7,2023-01-13
C10480,6519-0884-2149-5742,2618.23,895.12,21.94,5733.25,17,2024-05-06
C10481,0470-4230-5240-5055,1564.09,1055.56,1900.26,10075.82,20,2023-03-10
C10482,5305-1175-1095-7999,3225.54,2117.37,945.69,354.55,13,2024-10-18
C10483,0577-2101-1429-3950,3186.15,351.39,201,10872.26,33,2023-03-24
C10484,4424-2308-0501-5343,4204.18,3063.1,802.87,2615.2,12,2023-02-27
C10485,4958-6855-0876-0102,307.16,87.37,1295.03,4426.91,16,2024-05-30
C10486,9270-2028-9520-7466,399.76,147.59,2099.15,1000.14,34,2025-01-01
C10487,6392-0387-2273-9902,2275.84,737.14,1321.66,1181,30,2023-07-11
C10488,9788-2407-4739-7702,1806.84,339.52,2377.11,1704.93,34,2023-06-15
C10489,0690-0860-0891-3589,4333.04,1387.26,800,349.55,32,2023-07-13
C10490,1379-6167-6964-6650,3658.07,345.54,2829.23,7657.14,25,2023-07-26
C10491,0702-8425-8350-9398,663.85,555.08,1502.65,334.72,15,2023-09-22
C10492,3200-8759-8800-0291,4998.37,745.74,1221.19,16126.33,19,2023-12-25
C10493,4058-5455-7214-6453,1108.83,744.06,2242.94,6472.21,22,2023-09-17
C10494,1915-4246-2684-5724,389.12,119.27,45.88,5091.54,29,2024-07-26
C10495,3004-9700-5770-6586,1228.45,973.5,2344.11,2445.76,4,2024-09-05
C10496,2162-1916-1015-8577,3212.14,1789.5,31.85,8585.57,27,2023-03-19
C10497,9768-5106-1261-5756,3549.31,625.43,2844.04,4412.68,5,2023-11-22
C10498,5113-6858-3739-2542,1490.28,911.48,1035.2,776.89,26,2023-04-08
C10499,4884-0326-0826-9735,4518.7,47.5,1073.92,5071.72,17,2024-12-07
C10500,8951-4302-7435-4760,2647.73,2489.11,68.28,1470.39,28,2023-08-26
C10501,0626-4687-6386-5092,4885.8,458.09,1705.95,4083.59,12,2024-04-16
C10502,0783-9642-7911-6344,451.23,143,1520.88,2255.05,7,2023-07-20
C10503,2380-7249-2898-1646,4200.89,1151.33,2391.91,6366.8,5,2024-05-04
C10504,4295-0045-0069-6309,3141.23,2119.95,2807.35,13649.35,28,2023-10-08
C10505,9306-8286-1352-9896,2680.29,496.57,2547.35,4871.45,13,2024-09-06
C10506,4047-8238-7812-0776,1372.54,1350.45,2455.54,7794.07,32,2024-05-27
C10507,0804-2575-3405-6988,715.22,287.77,51.6,10298.04,25,2024-07-01
C10508,5962-5665-1108-2173,4681.98,1982.96,2604.68,8714.9,7,2023-11-27
C10509,1515-1872-9034-6662,2729.38,215.11,919.14,2488.39,35,2024-01-30
C10510,8518-2336-0513-7993,350.77,35.56,2987.96,8498.35,22,2023-04-02
C10511,3259-6375-4837-6837,3424.78,2639.06,2423.85,4769.13,21,2023-06-11
C10512,2017-6971-1213-0376,4759.7,4230.3,2033.03,1501.29,12,2024-08-05
C10513,4393-6487-9879-3999,893.24,365.61,592.3,15881.02,25,2024-10-08
C10514,4499-6207-1879-0864,3685.08,248.73,1561.97,9454.33,26,2023-12-09
C10515,5728-5233-1134-4240,4484.19,2359.51,508.83,16335.43,12,2023-02-26
C10516,8589-7871-6712-9850,727.75,532.02,582.59,5380.1,1,2024-01-02
C10517,7090-1599-1446-7044,3574.97,1007.72,925.12,534.33,10,2023-09-04
C10518,0947-6399-8538-9917,3726.48,1870.38,1018.43,921.31,4,2023-05-05
C10519,7265-8764-6887-4414,1956.61,414.12,1015.41,751.93,18,2023-01-01
C10520,6789-0615-3902-2925,551.27,473.34,1359.02,1857.15,4,2024-12-17
C10521,8675-2731-5025-3060,2593.46,1448.72,191.94,4059.53,11,2023-06-10
C10522,0550-3543-5591-1836,3454.16,3036.53,1456.03,438.03,35,2023-05-01
C10523,2446-1166-0629-0503,3309.18,2704.57,1518.26,1620.95,2,2024-03-04
C10524,9357-4730-7539-2458,2240.5,1728.61,2679.77,9818.52,21,2023-11-13
C10525,4478-9821-3500-7514,254.76,104.73,1661.84,11011.81,15,2024-06-15
C10526,3736-1974-2136-1919,3147.79,693.03,9.32,3081.21,23,2023-08-26
C10527,8875-3843-1405-4403,4506.13,1151.49,1157.42,6786.77,19,2023-11-15
C10528,5538-5414-8517-8076,342.66,92.84,782.57,3777.3,11,2023-03-11
C10529,1882-3916-8814-0264,4755.73,2675.26,100.92,12762.15,4,2023-02-16
C10530,9933-6333-2189-0941,2838.5,2542.95,2066.55,9073.31,1,2023-10-27
C10531,7963-3862-6316-1973,1759.62,500.99,999.83,2173.53,22,2023-11-10
C10532,1033-1077-2880-0438,2872.59,2287.26,2993.89,2343.68,29,2023-07-07
C10533,5744-0856-6682-0500,521.56,505.37,2931.26,3075.1,27,2024-12-08
C10534,7059-6068-8971-8808,3504.14,3260.13,2021.46,18016.65,32,2023-09-06
C10535,3636-7745-7841-5551,2772.01,2334.5,1967.82,1429.53,8,2024-06-04
C10536,2561-7775-2714-9249,3997.68,2373.55,449.53,8403.21,32,2023-11-03
C10537,9941-2172-6876-3906,3052.74,1632.72,2808.64,16586.02,34,2023-03-19
C10538,0433-9420-6443-4801,1726.66,467.38,38.07,6019.43,22,2024-10-14
C10539,7497-3998-7448-6426,3411.96,1728.52,436.94,6581.68,21,2023-10-07
C10540,7498-3217-3626-7011,1197.17,875.33,185.29,1577.91,25,2023-12-28
C10541,4666-0518-0722-7985,3157.69,1147.94,1884.83,1188.83,9,2024-01-12
C10542,9577-2034-2955-8405,3771.8,678.91,896.89,3178.49,14,2024-05-22
C10543,0411-4229-6384-1053,300.52,156.75,1733.48,6962.14,4,2024-12-28
C10544,4353-9113-6452-4900,2974.1,256.49,293.67,3820.61,8,2023-12-13
C10545,1575-5292-4346-3642,2058.61,1992.02,1736.27,10586.96,32,2023-11-08
C10546,4824-8240-5152-3197,880.99,610.29,1014.49,126.46,8,2024-11-23
C10547,3630-3142-2139-5370,2613.02,2182.01,327.72,344.01,5,2023-01-09
C10548,9748-4008-8379-4725,679.61,295.03,221,1960.76,23,2024-08-09
C10549,3625-7834-3837-4719,2574.45,865.32,1434.85,15207.61,30,2024-05-12
C10550,7572-6429-5976-2482,2461.45,505.81,2043.45,437.83,17,2023-06-09
C10551,8069-4186-2265-2705,3923.67,3046.29,2908.02,6395.2,27,2023-04-03
C10552,9752-7521-3949-9486,1237.76,1110.74,657.55,8907.88,11,2023-09-24
C10553,4102-5976-1597-3681,2965.26,854.37,2940.16,5404.02,34,2023-10-11
C10554,4319-1035-3131-0353,4940.85,475.71,2914.26,6892.68,22,2024-05-28
C10555,6454-8119-4272-1602,2847.72,2072.81,1064.47,1274.86,6,2024-03-01
C10556,3211-2923-0237-5013,3764.95,2515.83,2003.25,4558.11,7,2024-06-10
C10557,9464-2833-1711-0964,2401.93,2013.21,32.1,11097.67,6,2024-02-24
C10558,5175-2564-6307-1256,2467.49,1559.49,2311.29,6927.36,15,2024-01-09
C10559,3905-3666-4619-8845,645.51,525.03,2702.58,8639.52,22,2023-05-04
C10560,9248-6030-7148-5224,4391.73,838.62,2464.2,1846.32,34,2024-07-15
C10561,2423-6807-7763-7886,4426.33,2784.6,1245.26,9846.41,16,2024-03-30
C10562,3898-7053-4090-4220,3723.99,3043.8,2777.25,10128.66,21,2024-10-22
C10563,5498-3062-7276-6347,1629.4,1613.75,79.69,5604.5,2,2024-11-24
C10564,0935-3322-0220-3429,4825.29,3388.59,1485.77,3161.07,20,2023-06-15
C10565,0438-0598-0959-0380,4137.58,2387.56,79.91,1266.02,26,2023-06-20
C10566,1805-3276-9290-7447,2345.1,1728.4,690.26,1339.23,4,2023-07-31
C10567,0850-9240-8285-0670,2585.73,1632.56,2486.96,6895.28,29,2023-10-06
C10568,9593-9197-4069-9608,4906.6,1224.34,532.08,7349.81,7,2023-02-23
C10569,7431-4141-0632-4641,145.24,15.48,861.82,8576.75,2,2023-11-28
C10570,9315-1471-2413-2946,3075.52,300.94,1875.42,9872.55,33,2024-08-02
C10571,3185-1327-1649-1456,2786.66,1682.84,423.89,3270.81,6,2024-05-01
C10572,8841-4098-0395-1664,2587.59,367.39,1997.59,108.85,27,2023-08-17
C10573,0897-4730-9121-9052,2380.38,2340.5,1405.58,11085.6,19,2023-05-04
C10574,6899-8422-2060-6676,1010.65,73.5,919.4,10215.5,30,2024-12-12
C10575,4400-2789-4552-1843,4641.44,3016.3,2420.56,3872.43,25,2023-09-07
C10576,4653-2128-8861-1519,854.6,591.2,300.56,1157.76,11,2024-07-01
C10577,6895-9928-3622-3193,4469.98,3694.04,822.03,9804.97,10,2024-02-11
C10578,1454-0952-8767-8842,3124.82,1551.78,2468.96,5296,16,2023-05-12
C10579,3422-4996-7702-5306,3266.11,310.69,2085.31,8292.04,20,2023-07-25
C10580,2626-5471-1803-5802,3161.33,1930.59,1797.22,8241.53,22,2024-03-29
C10581,3898-8966-9872-2313,4156.23,3468.23,2055.02,4284.77,12,2023-06-24
C10582,1256-6794-0962-8387,708.01,292.3,1440.91,15250.31,32,2024-11-26
C10583,6142-8109-2717-0719,143.87,90.85,1947.98,6644.72,9,2023-12-16
C10584,4775-4421-5735-1449,905.28,485.99,789.5,182.32,23,2024-12-16
C10585,3605-9151-0105-4055,4102.32,2403.06,2627.24,725.83,17,2023-12-19
C10586,0187-9173-8259-5256,4755.45,3089.46,938.62,4574.46,13,2023-09-28
C10587,5353-7199-9381-8166,1595.21,1066.14,2938.35,4808.93,1,2024-06-07
C10588,1530-8580-4358-5838,720.14,37.47,2757.63,5969.79,26,2024-08-31
C10589,3993-8369-2267-9326,3112.19,2259.58,1772.75,2938.68,8,2023-10-01
C10590,6183-2803-9670-7426,2877.82,134.22,1696.33,3026.95,1,2023-12-29
C10591,6625-0089-2637-6987,2854.6,467.36,2523.72,2748.13,32,2023-04-15
C10592,1104-6648-6698-7306,1230.36,41.91,1591.44,8243.51,5,2023-11-21
C10593,0818-0901-0857-1932,3066.22,2857.47,2738.76,486.88,29,2023-11-27
C10594,0268-6331-3479-7586,597.8,45.11,456.31,1394.99,19,2024-05-30
C10595,1710-2930-6257-9994,3680.24,2595.43,2401.74,16411.72,25,2024-01-21
C10596,8925-2546-2265-7363,615.38,93.66,1829.84,10513.95,11,2024-03-24
C10597,4397-0704-0274-5646,4723.16,3148.47,769.59,1558.42,35,2023-07-07
C10598,5570-5413-4438-2544,4170.95,3916.78,2017.08,122.31,23,2024-06-22
C10599,9850-9884-4499-3152,2193.87,450.62,2235.04,2634.02,29,2023-12-31
C10600,6861-9849-2993-9966,3844.77,2455.81,888.91,6059.55,17,2024-05-07
C10601,9303-6893-2380-0877,3432.99,2185.41,156.84,3535.69,12,2023-01-06
C10602,6330-8420-1656-3417,4309.38,3971.2,361.37,3791.4,31,2024-01-10
C10603,2358-6670-9124-5132,2805.94,1963.87,872.06,10139.32,32,2024-09-24
C10604,7169-9656-3392-5184,3429.49,597.09,77.77,4600.82,28,2024-06-15
C10605,0077-3322-2557-3289,4919.98,4196.13,2322.15,1357.52,16,2024-01-05
C10606,9606-7804-4247-3643,4566.34,2028.14,360.79,3266.36,24,2023-02-06
C10607,0163-3023-7140-0839,4778,3023.01,1643.33,810.75,7,2023-05-01
C10608,3227-3798-7384-0513,3009.25,2313.96,1505.72,6007.56,4,2024-05-26
C10609,9575-9876-4969-5599,3556.04,1121.3,1631.99,5970.49,5,2023-12-19
C10610,1457-2415-5866-2243,894.93,831.44,2106.87,4875.46,1,2023-11-12
C10611,5636-2912-5174-8259,1046.68,307.14,870.68,1652.86,11,2024-07-01
C10612,6979-1082-5980-6589,1411.23,263.11,1103.9,2867.19,31,2024-10-03
C10613,1891-9326-6279-8417,977.01,7.43,1870.45,1578.62,10,2023-08-22
C10614,2677-0984-7784-5931,2929.81,1941.1,1065.36,427.27,11,2023-08-16
C10615,6440-0157-1952-0602,4567.58,466.52,2311.16,9458.47,17,2024-05-26
C10616,6396-9407-1882-5365,2319.56,658.74,1706.7,1975.19,31,2024-11-22
C10617,1387-8637-8104-1125,4575.03,1717.47,1143.19,12444.76,22,2024-02-07
C10618,1309-9119-2632-2728,2144.08,4.28,1662.94,10308.63,4,2024-12-16
C10619,1804-2277-6189-5985,768.16,13.73,661.33,9745.44,23,2024-12-30
C10620,4181-2542-3138-6579,3395.23,3296.21,2604.9,1749.14,10,2023-08-13
C10621,4386-5107-3594-3506,4923.75,3641.33,1683.93,5079.38,16,2024-03-04
C10622,2305-5772-8452-8333,1009.38,23.09,1072.01,1096.1,28,2023-05-27
C10623,1686-9377-1034-1055,3933.81,3429.37,342.82,8889.09,27,2024-08-23
C10624,6958-4962-7317-3660,2115.19,1065.89,2394.59,10748.29,6,2023-06-09
C10625,3161-3147-3124-2084,4778.11,1813.84,2217.43,2435.86,3,2023-06-08
C10626,1027-4590-6499-8267,4326.61,2097.52,1936.82,7225.81,29,2024-05-08
C10627,6030-3372-1338-0737,3131.95,493.64,1044.68,13089.79,7,2023-11-27
C10628,4360-7705-7965-1173,3086.99,1279.23,806.59,12217.5,35,2024-12-03
C10629,6313-3039-5004-0690,995.91,711.79,1247.83,2297.18,5,2023-12-09
C10630,0040-6164-1489-5380,1912.63,335.95,1662.09,7569.16,26,2023-01-09
C10631,1661-9162-0707-6269,4591.15,86.92,959.35,8053.08,14,2024-04-14
C10632,4225-6469-5290-5189,2038.15,1288.88,484.2,1690.76,27,2024-12-11
C10633,1433-4606-9880-5604,4026.73,4023.95,449.98,1306.18,4,2023-10-11
