CUSTOMER_ID,CUSTOMER_NAME,COUNTRY,LOYALTY_TIER,TOTAL_PURCHASE
2106,Sara Sharma,Canada,Bronze,11366
2107,Ananya Patel,Singapore,Platinum,9691
2108,Ananya Kapoor,USA,Platinum,2310
2109,John Sharma,Singapore,Silver,12760
2110,Sneha Taylor,Australia,Bronze,11413
2111,Vikram Lewis,Canada,Gold,3436
2112,Sara Taylor,Germany,Bronze,4679
2113,Amit Verma,India,Gold,4075
2114,Amit Kapoor,Singapore,Bronze,5802
2115,Rajat Brown,USA,Bronze,10526
2116,Olivia Singh,UK,Gold,2635
2117,Priya Kapoor,Germany,Bronze,8043
2118,Sara Taylor,UK,Gold,5551
2119,Michael Brown,USA,Gold,9468
2120,Sneha Brown,India,Bronze,7724
2121,Michael Wilson,Australia,Gold,4447
2122,Sneha Verma,Singapore,Silver,11052
2123,Olivia Patel,UK,Silver,12411
2124,Rajat Singh,Germany,Bronze,9664
2125,Rajat Patel,USA,Gold,3563
2126,Sneha Lewis,USA,Silver,3963
2127,Amit Patel,Singapore,Bronze,1549
2128,Priya Sharma,Singapore,Bronze,7510
2129,Michael Wilson,India,Platinum,7553
2130,Sneha Patel,Australia,Silver,14219
2131,Sara Brown,Singapore,Silver,9278
2132,John Wilson,Australia,Bronze,7339
2133,Sneha Kapoor,Australia,Gold,4989
2134,Sneha Sharma,Singapore,Bronze,6021
2135,Rajat Taylor,India,Bronze,12300
2136,Rajat Kapoor,Singapore,Silver,5251
2137,Sara Sharma,Australia,Platinum,10534
2138,Ananya Joshi,Australia,Platinum,6520
2139,Priya Lewis,USA,Bronze,10119
2140,Sneha Brown,USA,Silver,11107
2141,Rajat Kapoor,UK,Silver,14001
2142,Priya Verma,Australia,Bronze,10465
2143,Michael Lewis,India,Platinum,4748
2144,Ananya Kapoor,India,Platinum,1110
2145,Priya Brown,Singapore,Bronze,1905
2146,Rajat Kapoor,Singapore,Platinum,9554
2147,John Patel,India,Silver,7589
2148,Sneha Singh,India,Gold,7901
2149,Amit Sharma,Singapore,Silver,9274
2150,Sara Sharma,Australia,Silver,4550
2151,Ananya Patel,India,Silver,10445
2152,Priya Lewis,UK,Platinum,6003
2153,Priya Lewis,Singapore,Gold,6899
2154,Sneha Sharma,Singapore,Silver,1676
2155,Sneha Joshi,UK,Platinum,11757
2156,Amit Lewis,Australia,Platinum,12230
2157,Sneha Verma,Canada,Gold,6223
2158,Rajat Singh,Canada,Gold,1377
2159,Ananya Taylor,Germany,Gold,6820
2160,John Singh,Australia,Silver,3925
2161,Vikram Brown,Singapore,Gold,6100
2162,Rajat Verma,Canada,Gold,4503
2163,Michael Kapoor,Singapore,Bronze,3420
2164,Vikram Sharma,Germany,Bronze,13561
2165,Amit Joshi,USA,Gold,4753
2166,Sneha Verma,Australia,Platinum,2851
2167,John Kapoor,USA,Platinum,5019
2168,Vikram Brown,India,Silver,10553
2169,Sneha Sharma,UK,Gold,8887
2170,Amit Lewis,Australia,Silver,12919
2171,Rajat Joshi,Singapore,Gold,986
2172,Vikram Taylor,Canada,Bronze,11338
2173,Vikram Patel,Singapore,Bronze,4177
2174,Olivia Lewis,UK,Platinum,3491
2175,Ananya Sharma,UK,Silver,5594
2176,Olivia Singh,Singapore,Bronze,9811
2177,John Wilson,India,Silver,14381
2178,Michael Wilson,India,Platinum,3089
2179,Priya Kapoor,Germany,Silver,1187
2180,Priya Lewis,Canada,Silver,11948
2181,Olivia Brown,India,Bronze,6280
2182,Sneha Wilson,Canada,Silver,14785
2183,Sara Kapoor,Canada,Bronze,2656
2184,Olivia Brown,Germany,Silver,697
2185,Sara Brown,USA,Bronze,9139
2186,Rajat Verma,Canada,Silver,9376
2187,Sneha Singh,Canada,Silver,5337
2188,Michael Sharma,Singapore,Gold,8062
2189,Priya Patel,Singapore,Bronze,512
2190,Olivia Sharma,Singapore,Platinum,10047
2191,Ananya Kapoor,UK,Gold,9593
2192,Rajat Kapoor,USA,Bronze,5215
2193,Vikram Patel,UK,Silver,5992
2194,Ananya Lewis,Australia,Bronze,5480
2195,Olivia Singh,Singapore,Gold,12170
2196,Priya Kapoor,Singapore,Gold,5906
2197,Sara Kapoor,UK,Gold,12067
2198,Vikram Wilson,Canada,Silver,10928
2199,Michael Lewis,USA,Gold,3600
2200,Vikram Sharma,Germany,Platinum,6907
2201,Vikram Kapoor,Canada,Platinum,8769
2202,John Lewis,Germany,Platinum,6318
2203,John Sharma,UK,Gold,644
2204,Priya Patel,Australia,Gold,13167
2205,Sara Joshi,Singapore,Silver,2002
2206,Ananya Wilson,Germany,Gold,4448
2207,Sneha Patel,Australia,Platinum,6251
2208,John Brown,Singapore,Bronze,793
2209,Sara Wilson,Singapore,Bronze,3113
2210,Ananya Sharma,Germany,Silver,9049
2211,Priya Lewis,Australia,Gold,12325
2212,Michael Singh,Singapore,Bronze,7029
2213,John Verma,Singapore,Bronze,10030
2214,Olivia Lewis,USA,Platinum,7459
2215,Olivia Wilson,USA,Gold,7574
2216,Sara Kapoor,Germany,Platinum,14705
2217,Olivia Patel,Australia,Silver,5274
2218,John Taylor,Canada,Gold,9290
2219,Ananya Patel,UK,Gold,7563
2220,Vikram Verma,Canada,Silver,8278
2221,Ananya Taylor,USA,Bronze,11364
2222,Sneha Brown,USA,Bronze,12182
2223,Priya Kapoor,USA,Platinum,1326
2224,Priya Kapoor,USA,Bronze,11503
2225,Sara Patel,Australia,Silver,9579
2226,Sneha Lewis,UK,Bronze,12155
2227,Amit Wilson,Germany,Platinum,11130
2228,Ananya Wilson,Germany,Bronze,1784
2229,Michael Sharma,Singapore,Silver,12451
2230,Olivia Taylor,Australia,Bronze,9662
2231,Rajat Patel,Germany,Silver,6669
2232,Rajat Kapoor,Australia,Silver,8327
2233,Sara Patel,USA,Bronze,1227
2234,Rajat Singh,Australia,Bronze,13886
2235,Ananya Lewis,Singapore,Silver,596
2236,John Singh,Canada,Bronze,5177
2237,Amit Verma,India,Platinum,9121
2238,Michael Sharma,India,Platinum,849
2239,John Kapoor,UK,Silver,14544
2240,Michael Brown,Singapore,Bronze,9281
2241,John Patel,Canada,Silver,11947
2242,Amit Brown,Germany,Silver,5746
2243,Olivia Singh,USA,Gold,10352
2244,Amit Singh,Canada,Bronze,1239
2245,Vikram Wilson,India,Platinum,8560
2246,Sneha Lewis,Singapore,Platinum,14300
2247,Amit Verma,UK,Bronze,12943
2248,Priya Joshi,Germany,Silver,3042
2249,Sneha Singh,UK,Bronze,2860
2250,Sara Verma,USA,Bronze,5687
2251,Olivia Patel,USA,Platinum,11337
2252,Olivia Brown,Germany,Bronze,1035
2253,Sara Patel,India,Platinum,7210
2254,Amit Brown,Singapore,Silver,1759
2255,Michael Joshi,Germany,Platinum,11605
2256,Sneha Joshi,Singapore,Gold,5936
2257,Vikram Taylor,Singapore,Gold,1623
2258,Rajat Taylor,Singapore,Silver,5601
2259,Olivia Joshi,Canada,Silver,14024
2260,Vikram Sharma,USA,Bronze,13130
2261,Olivia Patel,USA,Bronze,13410
2262,Olivia Singh,Canada,Silver,3396
2263,Sara Kapoor,Australia,Gold,3021
2264,Olivia Brown,India,Gold,11619
2265,Vikram Taylor,Singapore,Silver,11353
2266,Michael Joshi,USA,Bronze,3725
2267,Olivia Verma,USA,Platinum,8931
2268,John Patel,Australia,Silver,14361
2269,Olivia Verma,USA,Silver,3999
2270,Vikram Patel,USA,Platinum,9805
2271,Sara Sharma,Canada,Gold,11129
2272,Priya Brown,UK,Platinum,13207
2273,Priya Patel,India,Platinum,6496
2274,Olivia Brown,Australia,Gold,2727
2275,Sneha Kapoor,Australia,Platinum,11403
2276,Olivia Sharma,India,Bronze,10324
2277,Olivia Brown,Germany,Silver,12285
2278,Rajat Lewis,India,Gold,3608
2279,Olivia Lewis,UK,Platinum,501
2280,Ananya Wilson,Singapore,Silver,8118
2281,Ananya Joshi,India,Platinum,12711
2282,Rajat Wilson,UK,Gold,4248
2283,Priya Verma,India,Platinum,6488
2284,Sneha Joshi,Singapore,Silver,8793
2285,Sara Wilson,Australia,Bronze,1219
2286,Sneha Singh,India,Gold,11754
2287,Olivia Sharma,Canada,Silver,1636
2288,Rajat Wilson,India,Bronze,8994
2289,Ananya Brown,UK,Platinum,2881
2290,Sara Brown,Canada,Silver,6631
2291,Sneha Sharma,Germany,Platinum,9480
2292,Rajat Verma,UK,Bronze,9026
2293,Vikram Kapoor,Australia,Bronze,13683
2294,Olivia Wilson,Canada,Platinum,8625
2295,Sneha Verma,Singapore,Gold,13656
2296,Vikram Verma,India,Silver,8797
2297,Michael Singh,USA,Silver,3507
2298,Sara Joshi,USA,Silver,8659
2299,Ananya Sharma,Australia,Silver,536
2300,Rajat Joshi,UK,Silver,2073
2301,Sneha Kapoor,USA,Bronze,14844
2302,Priya Singh,India,Bronze,12799
2303,Sneha Taylor,Australia,Silver,1523
2304,Sara Sharma,Germany,Bronze,6895
2305,Olivia Singh,USA,Silver,6513
2306,Amit Sharma,India,Platinum,14406
2307,Vikram Singh,Singapore,Silver,918
2308,Rajat Lewis,India,Gold,10063
2309,Amit Wilson,India,Gold,5298
2310,Sara Patel,India,Silver,12455
2311,Sara Patel,India,Platinum,1681
2312,Olivia Sharma,USA,Platinum,4080
2313,Vikram Sharma,USA,Silver,11759
2314,John Wilson,Australia,Bronze,13626
2315,Priya Patel,UK,Silver,13760
2316,John Brown,India,Silver,6419
2317,Rajat Lewis,Singapore,Gold,4828
2318,Rajat Kapoor,Singapore,Gold,8695
2319,Michael Patel,Canada,Silver,11532
2320,Sara Brown,Australia,Platinum,2461
2321,Michael Lewis,Canada,Silver,4640
2322,Ananya Sharma,Australia,Platinum,12985
2323,Michael Brown,Singapore,Silver,2806
2324,Sneha Kapoor,USA,Platinum,12041
2325,Sara Verma,India,Bronze,7114
2326,Michael Singh,UK,Bronze,6012
2327,Sara Taylor,Singapore,Bronze,12010
2328,Amit Joshi,UK,Platinum,3720
2329,Olivia Lewis,Germany,Bronze,1560
2330,Michael Sharma,USA,Platinum,3166
2331,Vikram Verma,Germany,Platinum,1796
2332,Sneha Lewis,USA,Gold,1545
2333,Rajat Sharma,India,Silver,1164
2334,Olivia Sharma,Canada,Platinum,6115
2335,Sneha Singh,Canada,Gold,3112
2336,Vikram Patel,USA,Bronze,10612
2337,Amit Patel,Australia,Gold,9674
2338,Olivia Verma,Germany,Silver,1745
2339,Vikram Joshi,USA,Bronze,13355
2340,Ananya Patel,India,Silver,3361
2341,Sara Joshi,Singapore,Bronze,11928
2342,Amit Patel,India,Platinum,9523
2343,Rajat Taylor,Germany,Bronze,4305
2344,Priya Patel,Canada,Platinum,5129
2345,Michael Sharma,UK,Platinum,13376
2346,Ananya Singh,Australia,Bronze,14258
2347,Sneha Joshi,India,Bronze,13512
2348,Amit Kapoor,UK,Bronze,8321
2349,John Lewis,Singapore,Gold,14092
2350,Ananya Patel,UK,Platinum,5858
2351,Sneha Kapoor,Australia,Gold,14854
2352,Sara Joshi,India,Platinum,12550
2353,Amit Taylor,Singapore,Bronze,1239
2354,Amit Singh,Germany,Gold,1381
2355,Sneha Kapoor,Canada,Gold,14955
2356,Sara Singh,Canada,Gold,2466
2357,Sara Joshi,Australia,Gold,5884
2358,Sneha Singh,Germany,Silver,10984
2359,Michael Joshi,USA,Platinum,4337
2360,Sneha Sharma,USA,Bronze,658
2361,Olivia Singh,Germany,Silver,3206
2362,Sneha Verma,Canada,Platinum,8529
2363,Vikram Joshi,Singapore,Bronze,2011
2364,Sneha Patel,Germany,Platinum,1609
2365,Ananya Brown,Singapore,Platinum,2962
2366,Sneha Lewis,USA,Silver,6496
2367,Amit Kapoor,India,Platinum,11852
2368,Olivia Kapoor,USA,Platinum,3451
2369,Ananya Lewis,Germany,Platinum,10582
2370,John Joshi,Singapore,Platinum,7496
2371,Amit Taylor,Singapore,Bronze,1054
2372,Priya Singh,Australia,Silver,14630
2373,Michael Sharma,USA,Platinum,5577
2374,Sara Brown,UK,Gold,9979
2375,Sneha Patel,Germany,Gold,12762
2376,Rajat Wilson,India,Gold,8323
2377,Sneha Wilson,Australia,Platinum,7860
2378,John Singh,Canada,Platinum,4302
2379,Sara Kapoor,Germany,Platinum,11278
2380,Olivia Patel,USA,Platinum,2313
2381,Priya Sharma,Canada,Gold,2024
2382,Vikram Taylor,Germany,Silver,7314
2383,Olivia Wilson,India,Silver,11711
2384,Sneha Lewis,Canada,Platinum,3911
2385,Michael Brown,UK,Gold,11549
2386,Michael Joshi,Australia,Gold,2617
2387,Michael Joshi,Canada,Silver,3956
2388,Sneha Joshi,Singapore,Gold,8490
2389,Michael Wilson,India,Platinum,4188
2390,Sara Taylor,Australia,Bronze,2592
2391,Amit Verma,USA,Silver,7369
2392,Sara Singh,Australia,Platinum,13274
2393,Sneha Patel,India,Bronze,7021
2394,Olivia Wilson,USA,Gold,2233
2395,Priya Wilson,India,Bronze,4362
2396,Sneha Brown,Singapore,Bronze,6827
2397,Ananya Joshi,Australia,Gold,13468
2398,John Brown,USA,Gold,8897
2399,Priya Verma,Germany,Gold,9532
2400,Rajat Patel,Germany,Platinum,14508
2401,Amit Singh,UK,Gold,2004
2402,Rajat Taylor,Canada,Platinum,12237
2403,Amit Patel,Germany,Silver,8311
2404,Amit Sharma,Canada,Gold,9175
2405,Olivia Lewis,India,Bronze,4834
2406,Sara Kapoor,UK,Bronze,10335
2407,Priya Kapoor,UK,Silver,5027
2408,Priya Wilson,USA,Silver,6134
2409,Michael Joshi,Canada,Bronze,1787
2410,John Singh,India,Bronze,11301
2411,Rajat Taylor,Canada,Silver,11723
2412,Sneha Brown,Canada,Silver,2563
2413,Sneha Taylor,Germany,Bronze,7031
2414,Sneha Taylor,Australia,Silver,13840
2415,Sneha Joshi,Germany,Gold,3902
2416,Sneha Patel,India,Gold,14161
2417,John Kapoor,Canada,Bronze,11866
2418,Ananya Singh,USA,Bronze,9535
2419,Michael Patel,India,Gold,14840
2420,Vikram Taylor,India,Platinum,12294
2421,Sneha Verma,USA,Silver,2025
2422,Olivia Taylor,USA,Bronze,1482
2423,Rajat Wilson,Australia,Gold,7741
2424,Amit Lewis,UK,Gold,10761
2425,Priya Kapoor,India,Gold,11477
2426,Sara Patel,Australia,Platinum,1121
2427,Sara Wilson,USA,Gold,1346
2428,Sara Wilson,Canada,Bronze,13151
2429,John Wilson,UK,Bronze,11551
2430,Olivia Joshi,Germany,Gold,6471
2431,Vikram Joshi,Singapore,Gold,5084
2432,Sneha Verma,Australia,Gold,5921
2433,Amit Joshi,Germany,Gold,6302
2434,Ananya Verma,Australia,Platinum,7690
2435,Michael Taylor,Germany,Platinum,5031
2436,Amit Patel,Australia,Bronze,7747
2437,Olivia Verma,India,Platinum,10635
2438,Ananya Verma,UK,Silver,14750
2439,Sara Taylor,Singapore,Bronze,2641
2440,Amit Taylor,India,Silver,5058
2441,Rajat Joshi,Australia,Gold,2121
2442,Olivia Verma,Singapore,Platinum,14144
2443,Priya Sharma,Singapore,Platinum,12533
2444,John Patel,UK,Gold,7771
2445,John Brown,Germany,Bronze,1031
2446,Sara Brown,Australia,Bronze,13471
2447,Sneha Singh,Singapore,Platinum,10852
2448,Ananya Lewis,Canada,Bronze,9131
2449,Sara Brown,Germany,Platinum,1705
2450,John Singh,Germany,Bronze,860
2451,Michael Joshi,Canada,Silver,8116
2452,Ananya Lewis,USA,Silver,2785
2453,Sara Patel,USA,Bronze,11351
2454,Priya Singh,India,Platinum,5499
2455,Amit Taylor,Singapore,Gold,10270
2456,Sneha Patel,India,Platinum,5704
2457,Ananya Brown,India,Gold,6912
2458,Vikram Taylor,India,Bronze,7511
2459,Rajat Patel,India,Platinum,8521
2460,Olivia Lewis,India,Silver,2592
2461,Olivia Lewis,UK,Bronze,7444
2462,Amit Verma,Canada,Bronze,1526
2463,Amit Singh,Australia,Platinum,516
2464,Michael Joshi,Australia,Silver,4869
2465,Olivia Patel,USA,Gold,13743
2466,Rajat Verma,Germany,Silver,3909
2467,Amit Joshi,Australia,Silver,1957
2468,Sara Sharma,Singapore,Bronze,14667
2469,Vikram Wilson,USA,Gold,7891
2470,Priya Singh,Singapore,Gold,5072
2471,Vikram Kapoor,India,Gold,11875
2472,Olivia Singh,USA,Gold,1628
2473,Sneha Sharma,Canada,Platinum,6242
2474,Vikram Taylor,Singapore,Gold,5477
2475,Priya Lewis,Germany,Gold,11487
2476,John Kapoor,USA,Gold,3892
2477,John Taylor,USA,Bronze,6921
2478,Amit Sharma,Australia,Silver,11152
2479,Olivia Joshi,Canada,Bronze,13375
2480,Ananya Patel,India,Platinum,14001
2481,Olivia Brown,UK,Bronze,1582
2482,Vikram Patel,Germany,Bronze,4662
2483,Rajat Joshi,UK,Platinum,8661
2484,Vikram Lewis,UK,Silver,8759
2485,Ananya Verma,Canada,Gold,8836
2486,Michael Joshi,USA,Bronze,3316
2487,John Taylor,UK,Platinum,2608
2488,Olivia Wilson,Singapore,Gold,6838
2489,John Sharma,Germany,Gold,12543
2490,Olivia Sharma,UK,Bronze,2180
2491,Priya Joshi,USA,Gold,13454
2492,Vikram Joshi,India,Bronze,1655
2493,Priya Lewis,USA,Platinum,7093
2494,Sneha Wilson,Germany,Silver,13892
2495,Vikram Singh,Germany,Silver,6741
2496,Vikram Lewis,Germany,Gold,8979
2497,Michael Singh,USA,Bronze,14643
2498,Amit Sharma,Canada,Bronze,10855
2499,Sneha Kapoor,USA,Bronze,3682
2500,Sara Wilson,Germany,Silver,14093
2501,Michael Verma,Australia,Platinum,6367
2502,Ananya Kapoor,India,Silver,8031
2503,Amit Patel,Singapore,Gold,1994
2504,Rajat Taylor,UK,Bronze,4022
2505,Vikram Sharma,USA,Silver,13137
2506,Sara Joshi,India,Platinum,5778
2507,Amit Patel,Singapore,Platinum,2329
2508,Ananya Taylor,Singapore,Bronze,11140
2509,Vikram Patel,Germany,Silver,4045
2510,Vikram Sharma,Australia,Platinum,12726
2511,Amit Verma,Singapore,Platinum,4939
2512,Priya Singh,UK,Platinum,12504
2513,Ananya Verma,USA,Bronze,6824
2514,Priya Kapoor,Australia,Platinum,6950
2515,Olivia Kapoor,Germany,Bronze,3482
2516,Priya Kapoor,Canada,Bronze,8957
2517,Michael Kapoor,India,Gold,6222
2518,Rajat Joshi,India,Gold,1214
2519,John Lewis,Germany,Platinum,7509
2520,Sara Verma,Australia,Bronze,13986
2521,Priya Kapoor,Germany,Gold,2861
2522,Sara Patel,Australia,Silver,5728
2523,Ananya Patel,USA,Gold,12846
2524,Sneha Lewis,Australia,Platinum,5200
2525,Rajat Brown,Australia,Bronze,6353
2526,Amit Taylor,UK,Platinum,4856
2527,Priya Sharma,India,Silver,1948
2528,Rajat Lewis,Singapore,Bronze,11759
2529,Michael Lewis,Australia,Gold,9266
2530,Amit Verma,Singapore,Gold,12155
2531,Amit Kapoor,Australia,Silver,4830
2532,Sara Verma,India,Gold,4305
2533,Michael Joshi,Germany,Platinum,12728
2534,Amit Singh,Canada,Silver,13138
2535,Vikram Joshi,India,Gold,8133
2536,John Kapoor,Australia,Silver,7753
2537,Vikram Verma,India,Platinum,4757
2538,Sara Brown,Canada,Bronze,7317
2539,Amit Patel,USA,Silver,3076
2540,Sara Taylor,India,Bronze,1947
2541,Olivia Sharma,Singapore,Bronze,8258
2542,Amit Wilson,Germany,Platinum,3544
2543,John Patel,UK,Silver,11622
2544,Rajat Patel,Germany,Bronze,6163
2545,Priya Sharma,India,Bronze,5469
2546,Sara Kapoor,Germany,Gold,1697
2547,Ananya Patel,Singapore,Bronze,3652
2548,Rajat Patel,India,Silver,13380
2549,Vikram Joshi,India,Bronze,14854
2550,Priya Joshi,Canada,Gold,7815
2551,John Brown,UK,Platinum,2271
2552,Ananya Kapoor,UK,Gold,4005
2553,Michael Sharma,USA,Silver,10661
2554,Ananya Brown,Germany,Platinum,6825
2555,Priya Lewis,USA,Bronze,13737
2556,Sara Lewis,Singapore,Platinum,4117
2557,Priya Verma,UK,Bronze,11819
2558,John Taylor,UK,Silver,2651
2559,Ananya Joshi,India,Bronze,5488
2560,Vikram Joshi,USA,Silver,14954
2561,Ananya Singh,Canada,Silver,7833
2562,Priya Taylor,India,Bronze,14420
2563,Sara Joshi,Canada,Gold,2319
2564,Amit Verma,USA,Bronze,11753
2565,Sara Joshi,Canada,Bronze,8614
2566,John Wilson,USA,Platinum,12369
2567,Amit Patel,USA,Gold,11129
2568,Vikram Singh,India,Silver,14283
2569,Vikram Verma,Canada,Bronze,9860
2570,Olivia Singh,India,Bronze,14161
2571,Sneha Sharma,Singapore,Silver,2215
2572,Sara Joshi,Germany,Gold,5357
2573,Rajat Patel,Singapore,Gold,9087
2574,Vikram Brown,India,Platinum,10895
2575,Rajat Joshi,Singapore,Bronze,2176
2576,Sara Wilson,Australia,Bronze,5380
2577,Michael Brown,USA,Silver,3656
2578,Michael Sharma,Germany,Platinum,1058
2579,Priya Patel,Canada,Platinum,6465
2580,Ananya Verma,USA,Bronze,13150
2581,Sneha Singh,USA,Silver,12115
2582,Rajat Brown,UK,Platinum,10855
2583,Priya Verma,Canada,Bronze,12215
2584,Ananya Singh,UK,Bronze,7262
2585,Sneha Patel,India,Platinum,5467
2586,John Verma,UK,Silver,12355
2587,Amit Kapoor,Canada,Gold,3875
2588,Sneha Kapoor,Germany,Platinum,5378
2589,Olivia Joshi,UK,Silver,2938
2590,Sneha Patel,Germany,Bronze,3023
2591,Sara Singh,Germany,Bronze,4955
2592,Olivia Sharma,USA,Bronze,6276
2593,Ananya Patel,Canada,Silver,4320
2594,Priya Singh,UK,Bronze,6580
2595,Rajat Brown,Australia,Platinum,4431
2596,John Lewis,Germany,Bronze,6144
2597,Sneha Brown,Germany,Gold,5255
2598,Priya Kapoor,USA,Gold,10848
2599,Rajat Taylor,India,Platinum,14877
2600,Rajat Kapoor,Canada,Silver,2116
2601,Sneha Lewis,USA,Silver,623
2602,Sneha Wilson,UK,Gold,3055
2603,Sara Patel,Canada,Gold,5289
2604,John Singh,Canada,Platinum,10358
2605,Sara Patel,UK,Silver,14504
2606,Vikram Brown,UK,Platinum,13214
2607,Michael Joshi,Germany,Bronze,11392
2608,Vikram Wilson,Canada,Silver,10306
2609,Amit Joshi,India,Platinum,9444
2610,Amit Sharma,Singapore,Bronze,502
2611,Sara Kapoor,Australia,Bronze,4746
2612,John Singh,USA,Platinum,2239
2613,Priya Sharma,Australia,Silver,7713
2614,Amit Patel,Germany,Gold,11479
2615,Ananya Patel,USA,Platinum,7321
2616,John Singh,Australia,Bronze,8713
2617,John Joshi,Australia,Platinum,2683
2618,Sara Brown,Australia,Gold,1739
2619,Olivia Joshi,Germany,Bronze,9763
2620,Priya Kapoor,USA,Platinum,6836
2621,Michael Joshi,UK,Silver,14353
2622,Vikram Joshi,USA,Platinum,1801
2623,Ananya Singh,Australia,Platinum,3478
2624,Amit Brown,Germany,Silver,3903
2625,Michael Taylor,Germany,Bronze,10580
2626,Olivia Wilson,Singapore,Bronze,13170
2627,Vikram Taylor,USA,Silver,10013
2628,Michael Sharma,India,Platinum,10466
2629,Ananya Verma,Australia,Platinum,10374
2630,Ananya Brown,UK,Platinum,4111
2631,Vikram Taylor,USA,Gold,4677
2632,Amit Patel,Canada,Bronze,14951
2633,Vikram Lewis,Canada,Gold,12020
2634,Michael Joshi,India,Gold,13264
2635,Michael Joshi,Canada,Bronze,8426
2636,Sara Verma,UK,Gold,6220
2637,Michael Kapoor,USA,Bronze,5881
2638,Rajat Verma,USA,Platinum,7093
2639,Ananya Wilson,India,Platinum,14653
2640,John Singh,USA,Bronze,12843
2641,John Kapoor,Canada,Bronze,10405
2642,Rajat Verma,Singapore,Silver,14058
2643,Michael Joshi,Singapore,Platinum,7537
2644,Sneha Taylor,UK,Gold,12383
2645,Ananya Singh,India,Silver,9908
2646,Michael Taylor,Singapore,Gold,10206
2647,Priya Singh,Singapore,Silver,633
2648,John Taylor,Australia,Silver,3102
2649,Rajat Sharma,India,Silver,13528
2650,Rajat Patel,India,Gold,8021
2651,Michael Brown,Australia,Platinum,8007
2652,Amit Lewis,Germany,Gold,9943
2653,Priya Kapoor,UK,Platinum,1634
2654,Michael Verma,Canada,Bronze,7215
2655,Priya Lewis,India,Gold,7555
2656,Olivia Taylor,Australia,Gold,3833
2657,John Sharma,USA,Silver,11285
2658,Olivia Lewis,UK,Bronze,7673
2659,Priya Verma,Canada,Bronze,12325
2660,Sneha Patel,Singapore,Gold,13024
2661,Ananya Wilson,Australia,Silver,777
2662,Olivia Taylor,Australia,Silver,12727
2663,Ananya Wilson,India,Platinum,5512
2664,Sara Taylor,USA,Bronze,14528
2665,Amit Joshi,Germany,Bronze,3750
2666,Olivia Singh,USA,Silver,12317
2667,John Patel,UK,Silver,12243
2668,Ananya Wilson,Canada,Gold,13499
2669,Ananya Verma,Singapore,Gold,8414
2670,Amit Singh,USA,Bronze,1751
2671,Sneha Patel,Singapore,Silver,10675
2672,Priya Brown,India,Bronze,13942
2673,Amit Kapoor,UK,Bronze,2144
2674,Priya Kapoor,India,Bronze,13932
2675,Olivia Kapoor,USA,Bronze,7187
2676,Rajat Wilson,Germany,Platinum,8464
2677,Rajat Patel,Germany,Silver,9255
2678,Sara Singh,UK,Gold,1147
2679,Olivia Patel,Germany,Gold,13859
2680,Rajat Patel,Canada,Platinum,14446
2681,Sneha Lewis,India,Platinum,3776
2682,Vikram Taylor,India,Silver,4146
2683,Priya Kapoor,India,Bronze,7255
2684,Priya Verma,India,Bronze,631
2685,Amit Lewis,Canada,Silver,3906
2686,Vikram Wilson,Australia,Bronze,13724
2687,Sneha Wilson,Canada,Bronze,9250
2688,Vikram Singh,Germany,Bronze,13918
2689,Amit Wilson,Australia,Platinum,11093
2690,Sara Sharma,Germany,Bronze,767
2691,Vikram Singh,Germany,Silver,14884
2692,Rajat Joshi,Australia,Platinum,6001
2693,Sara Kapoor,Germany,Gold,4385
2694,Amit Brown,Australia,Bronze,3574
2695,Michael Brown,UK,Gold,945
2696,John Singh,UK,Silver,1937
2697,Priya Lewis,Singapore,Platinum,12999
2698,Sneha Lewis,Germany,Silver,14174
2699,Ananya Singh,USA,Silver,12969
2700,Olivia Sharma,UK,Gold,14501
2701,Olivia Brown,Australia,Platinum,606
2702,Michael Patel,Singapore,Silver,6134
2703,Vikram Lewis,Australia,Bronze,3135
2704,John Singh,Germany,Gold,2526
2705,Rajat Joshi,UK,Bronze,13326
2706,Olivia Patel,Canada,Gold,13619
2707,Ananya Patel,Australia,Silver,9886
2708,Rajat Wilson,Germany,Gold,5722
2709,Sara Brown,Germany,Gold,9745
2710,Sneha Lewis,Australia,Bronze,10756
2711,Ananya Kapoor,Australia,Silver,14657
2712,Michael Lewis,India,Silver,12233
2713,Priya Brown,UK,Platinum,11086
2714,Ananya Sharma,UK,Platinum,3615
2715,Amit Taylor,USA,Bronze,7926
2716,Rajat Kapoor,Australia,Bronze,3875
2717,Priya Brown,UK,Bronze,3069
2718,John Lewis,Germany,Silver,14192
2719,Priya Sharma,Germany,Bronze,1947
2720,Rajat Brown,Canada,Gold,2283
2721,John Taylor,Canada,Platinum,14947
2722,Olivia Lewis,USA,Silver,11090
2723,John Joshi,Germany,Platinum,5302
2724,Sneha Patel,Germany,Platinum,8907
2725,Michael Verma,Singapore,Gold,924
2726,Sneha Patel,Singapore,Bronze,11549
2727,Sara Singh,USA,Bronze,4661
2728,Sara Brown,USA,Bronze,13663
2729,Rajat Lewis,Germany,Bronze,7388
2730,Olivia Wilson,UK,Gold,2470
2731,John Singh,India,Silver,8404
2732,Ananya Joshi,Singapore,Gold,13775
2733,Sara Joshi,India,Bronze,6703
2734,Amit Joshi,Germany,Platinum,6505
2735,Amit Singh,Canada,Platinum,11427
2736,Ananya Taylor,USA,Silver,7601
2737,Sara Lewis,Canada,Gold,14825
