customer_id,customer_name,order_date,amount
192,Emily Owens,2023-08-04,307.19
184,Heather Jordan,2023-01-13,599.41
20,Michael Holmes,2023-11-10,268.52
178,Crystal Smith,2022-06-29,471.68
387,Carol Tate,2022-08-25,149.04
393,Carrie Sosa,2022-02-20,624.91
494,Brianna Gomez,2022-01-03,249.44
403,David Francis,2023-10-05,704.67
176,Courtney Thompson,2023-09-13,524.36
131,Melissa Johnson,2022-11-14,229.05
374,Tiffany Washington,2022-03-02,82.89
344,Angela Jackson,2023-06-20,369.57
285,Jennifer Smith,2022-02-06,166.94
196,Scott Ward,2022-02-14,152.01
417,James Perez,2023-07-04,760.16
402,John Wiley,2023-03-16,520.2
466,Laura Mcknight MD,2022-02-24,155.18
468,Scott Levine,2023-03-27,309.06
212,Susan Mcdowell,2023-09-19,95.7
378,Carrie Huang,2022-07-04,583.54
486,Brian Vargas,2022-09-09,379.43
352,Patrick White,2023-06-02,569.85
74,Christian Ortiz,2022-07-13,174.22
203,Jamie Ruiz,2022-02-06,159.31
390,Angela Torres,2023-05-23,644.31
123,Charles Bryant,2023-12-21,948.43
393,Mary Barrera,2023-04-22,354.65
199,Heather Nguyen,2022-05-23,588.15
351,Kenneth Cunningham,2022-07-07,947.52
403,William Moore,2023-01-28,547.86
230,Dr. Jeremiah Obrien DDS,2022-09-09,688.97
436,Steven Harrell,2022-10-12,547.75
113,Rose Berger,2023-10-27,872.17
463,Peter Larsen,2022-01-03,897.48
181,Eddie Graham,2022-05-22,581.75
58,Dawn Gilmore,2023-12-03,584.23
428,Natalie Duran,2023-08-26,341.88
89,Sarah Gonzalez,2023-10-22,795.18
439,Ana Robinson,2022-08-20,138.66
495,Michael Lopez,2022-10-29,715.74
350,Gregory Rodriguez,2022-08-06,561.38
124,Kenneth Hall,2023-08-17,880.48
457,Robert Rodriguez,2023-12-19,842.92
206,Breanna Hinton MD,2023-03-18,152.38
185,Barry Hunt,2023-04-30,665.63
167,Kenneth Lewis,2023-07-03,438.9
141,Anna Gallagher,2023-04-18,496.2
351,Manuel Mills,2022-09-25,930.76
87,Glen Bailey,2022-02-26,931.84
313,Denise Garcia,2022-04-08,882.73
457,Cindy Robertson,2023-09-11,694.27
382,Guy Johnson,2023-01-18,592.37
363,David Andrade,2022-09-21,447.41
349,Lori Ramsey,2022-06-19,250.87
139,Nicole Turner DDS,2023-03-25,348.33
104,Russell Kaufman,2022-09-28,907.01
445,Anthony Fox,2023-11-22,921.85
200,Debra Peters,2023-09-18,417.26
366,Karen Sellers,2023-02-01,371.96
303,Lisa Harris,2023-10-27,505.49
342,Kristen Anderson,2022-07-21,706.74
445,Keith Sharp,2023-10-28,588.82
475,Mark Mueller,2022-04-02,50.43
222,Nathan Ortega,2022-08-07,264.15
212,Anthony Hernandez,2023-01-25,355.0
468,Lee Martinez,2022-08-05,354.41
13,Jessica Merritt,2023-03-05,286.84
130,Richard Brown,2022-06-10,736.09
21,Melissa Garcia,2022-03-06,714.07
177,Jennifer Powell,2022-06-07,248.5
411,Michelle Bernard,2022-01-24,402.67
130,Philip Johnson,2022-04-16,242.68
119,Pamela Manning,2022-11-29,319.87
210,Stephen Santana,2022-05-02,503.34
309,Stephen Berry,2022-06-05,55.39
197,Elizabeth Shields,2023-12-02,52.37
259,Dale Lewis,2023-12-01,494.32
446,David King,2022-06-04,703.65
136,Michael Forbes,2023-08-06,377.31
129,Dr. Blake Wang,2023-08-08,319.84
198,Dennis Keller,2022-08-25,715.69
194,Meagan Lester,2023-02-15,824.65
239,Wendy Johnson,2022-04-27,988.41
357,Tonya White,2022-09-10,501.66
349,William Stephens,2023-06-10,64.02
171,Cindy Mckinney,2022-02-12,167.2
415,William Stewart,2023-07-30,127.14
467,Dale Hernandez,2023-08-25,582.82
35,Zachary Rodriguez,2022-05-18,782.98
249,Christina Miller,2022-02-16,850.59
382,Shawn Pineda,2023-04-04,233.3
234,Chelsea Russell,2022-02-20,974.08
185,Aimee Oneal,2023-05-03,32.87
298,Mrs. Abigail Watson DVM,2023-07-16,285.42
360,Charles Johnson,2022-03-26,192.9
397,Joshua Boyd,2022-04-18,593.16
153,John Williams MD,2022-03-01,171.15
121,Colleen Smith,2023-03-06,40.83
165,Christopher Burns,2023-09-27,67.26
75,Lisa Carter,2022-11-17,116.41
162,Dale Brown,2022-11-24,874.04
494,Jeremy Wallace,2022-04-19,566.58
197,Bruce Williams,2023-04-15,504.86
153,Andrew Carlson,2023-01-08,935.09
437,Lisa Curry,2022-03-26,935.16
325,Gina Allen,2023-09-16,739.35
225,Michael Spencer,2022-05-14,241.0
258,Amber Jones,2022-03-19,806.07
107,Kenneth Sandoval,2023-02-25,326.82
185,Jamie Jenkins,2023-04-28,455.45
97,Andrew Vargas,2023-09-18,38.26
378,Erin Armstrong,2023-09-06,862.69
261,Laura Taylor,2023-08-06,148.14
146,Matthew Jennings,2023-01-06,683.37
372,Margaret Weber,2022-07-14,296.42
315,Erica Peterson,2022-01-08,253.64
459,Steven Franklin,2023-05-07,684.95
385,Cheyenne Jones,2022-08-24,466.6
259,Darren Gilmore,2023-03-25,79.7
88,Abigail Gray,2022-04-26,863.9
116,Matthew Stevens,2023-09-11,697.69
497,Taylor Haney,2022-12-29,117.34
265,Sierra Wong,2022-12-21,689.3
209,Ashley Robinson,2023-01-02,55.76
228,Joe Johnson,2022-12-29,235.33
125,Alexander Murphy,2023-10-06,630.71
430,Catherine Nguyen,2022-02-27,167.09
226,Brandy Jackson,2022-09-26,221.26
490,Brianna Miller,2022-08-12,888.94
108,Ashley Smith,2023-10-06,485.61
13,Laura Krueger,2022-09-06,680.98
58,Terri Roman,2022-02-03,553.65
82,Laura Little,2023-08-15,742.41
386,Alexander Yates,2022-08-02,30.54
138,Jerry Lee,2022-10-07,74.82
180,Ryan Pacheco,2023-10-12,277.39
374,Tracy Vazquez,2023-01-30,816.65
257,Melissa Flores,2023-06-02,299.36
289,Michael Dean,2023-08-26,730.45
69,Jermaine Brown,2023-09-27,367.19
187,Kevin Nash,2022-05-10,511.15
176,Jason Campbell,2022-02-09,304.36
386,Christopher Randall,2022-04-21,791.69
360,Donald Fields,2023-11-17,92.89
302,Sandra Sanders,2023-10-06,124.34
277,Laura Roberts,2023-06-23,934.96
334,Dr. John Hanna,2023-03-24,530.23
278,Jason Howard,2023-11-27,372.62
72,Shelly Griffin,2022-05-23,386.68
258,Edwin Norton,2023-01-12,302.93
369,Michael Bradshaw,2022-04-19,384.58
50,Tyler Martinez,2022-05-09,445.8
407,Scott Rose,2023-11-04,593.21
430,Bradley Klein,2022-05-22,787.26
456,Jennifer Williams,2022-07-03,921.26
440,Danielle Cannon,2022-04-26,127.92
189,Jorge Williamson,2023-03-19,696.14
395,Sandra Shannon,2022-02-28,177.56
80,Molly Ramirez,2023-06-21,700.42
493,Joseph Mendoza,2022-05-15,262.18
491,Jeremy Nguyen,2022-09-06,156.19
195,Christopher Martin,2023-09-09,62.5
87,Jessica Thomas,2022-06-01,779.76
110,Ann Campbell,2022-05-05,76.15
48,Diana Schaefer,2023-12-27,707.83
358,Melissa Sullivan,2022-08-22,982.46
357,Carol Stone,2022-02-17,114.23
469,Tina Richardson,2023-04-11,381.35
117,Paula Mathis,2023-06-17,840.36
139,Jeremy Tucker,2023-12-03,475.96
39,Jerry Lee,2023-03-20,915.78
402,Jordan Velazquez,2023-06-01,974.62
41,Valerie Best,2023-03-30,544.58
146,Nicole Lewis,2022-08-30,465.5
27,Amanda Crawford,2023-06-18,723.9
310,David Cox,2023-01-19,645.93
388,Amy Long,2023-02-15,407.66
346,Angela Carpenter,2022-04-11,339.36
201,Brandon Bennett,2022-10-24,200.98
237,Aaron Smith,2022-01-12,702.1
14,Veronica Oliver,2022-03-27,120.76
155,Christian Jones,2022-02-18,905.04
445,Albert Mullins,2023-01-30,57.76
318,Alexis Tanner,2022-05-28,914.89
487,Maria Rodriguez,2022-08-29,447.01
370,Maria Kennedy,2022-09-04,530.74
179,Jeffrey Braun,2023-08-21,700.1
463,Lisa Davidson,2022-05-18,223.14
238,Nathaniel Lee,2023-02-13,632.13
330,Kristine Williams,2023-11-06,756.29
451,Patricia Frank,2022-12-07,738.44
85,Brian Ewing,2023-07-26,291.33
68,Angela Barnes,2023-07-11,776.18
164,Mrs. Monica Ward,2022-12-07,155.95
309,Michael Washington,2023-11-27,784.26
125,Richard Santiago,2022-02-18,27.45
222,Jordan Smith,2023-10-29,637.81
343,Mary Hamilton,2023-04-04,415.09
23,Nicole Madden,2023-11-16,898.7
376,Shane Tran,2023-12-01,296.3
329,Sean Woods,2022-03-06,596.15
143,Kelly Moon,2022-06-14,602.04
38,John Collier,2022-11-01,720.83
442,Stephanie Ward,2023-01-19,442.02
332,Kathy Hudson,2022-03-11,898.77
162,Shannon Collins,2023-08-07,871.31
488,Brenda Palmer,2023-05-09,997.07
36,Sharon Patel,2022-06-28,297.32
160,Marcus Schroeder,2023-04-09,290.36
117,James Baxter,2022-03-27,560.86
94,Heather Hernandez,2022-10-20,95.68
164,Shawn Garcia,2022-04-17,11.97
471,Brian Holden,2022-12-31,946.42
489,Sara Alvarado,2023-02-10,188.34
106,Jacob Smith,2023-08-07,535.83
98,Christine Lopez,2022-03-14,146.32
2,Patrick Ayala,2022-07-01,566.89
53,Thomas Sparks,2022-05-04,493.36
259,Katherine Hood,2023-09-30,72.36
418,Kimberly Sutton,2023-02-15,542.1
193,Ashley Brennan,2022-07-10,76.55
208,Aaron Morales,2023-11-12,115.78
202,John Freeman,2022-06-13,117.9
402,Alyssa Burns,2022-08-09,344.92
256,Deborah Mack,2023-04-08,560.49
379,Michael Booth,2023-01-31,724.3
446,Sean Myers,2022-04-30,908.79
357,Joshua Thomas,2022-01-12,541.2
394,Jessica Reynolds,2022-05-09,403.47
10,Frank Campbell,2023-10-29,361.8
479,John Atkinson,2022-02-22,544.71
228,Andrea Moore,2023-08-10,879.22
343,Michelle Doyle,2023-09-01,751.34
484,Robert Underwood,2023-10-25,937.21
382,Jennifer Lewis,2023-09-22,985.14
195,Andrew Bennett,2022-12-02,341.28
167,Sandra Santos,2022-04-02,193.83
339,Samuel Andrews,2023-08-31,857.13
392,Michele Campbell,2022-05-18,65.29
453,Jason Mcgrath,2023-08-16,611.74
493,Phillip Stanton,2023-06-27,276.01
291,Timothy Cox,2022-09-05,378.1
188,Kara Smith,2023-04-25,569.03
390,Timothy Little,2022-03-01,931.91
136,Rhonda Silva,2022-10-05,215.44
190,Ronald Wilcox,2022-04-01,370.05
275,Pamela Gonzalez,2023-11-23,310.33
45,Taylor Robinson,2023-07-11,822.35
66,Sheri Jenkins,2022-01-09,792.06
417,Kelsey Goodman,2023-07-02,793.49
408,John Hernandez,2022-06-28,807.16
157,Andrew Carter,2023-05-20,703.66
291,Terri Jenkins,2022-11-06,615.92
170,Wendy Foster,2022-05-28,187.69
290,James Barker,2023-12-05,760.19
219,John Patton,2022-07-20,629.02
399,James Peterson DDS,2022-12-17,892.95
245,Sarah Silva,2023-09-05,979.82
64,Sheila Calderon,2022-11-10,404.04
434,Jacob Walsh,2022-08-08,59.47
477,Michael Jones,2023-09-13,151.42
115,Eric Bennett,2022-04-20,380.27
93,Angela Gonzalez,2023-11-07,232.87
196,Benjamin Keller,2023-07-15,930.95
287,Steven Bowman,2023-11-05,341.24
400,Chelsey Mosley,2023-04-06,468.98
265,Linda Cardenas,2023-09-26,408.97
471,Jack Gardner,2023-03-17,131.08
226,Brandi English,2023-06-15,70.8
435,Henry Mullen,2022-07-24,982.32
65,Tracy Osborn,2023-07-29,15.64
48,Danielle Rodriguez,2022-08-27,254.44
287,Roger Soto,2022-07-30,41.4
273,Scott Hayes,2022-01-15,877.14
447,Ricardo Duncan,2022-12-13,607.59
424,Ethan Schmitt,2022-02-27,465.55
412,William Gonzalez,2022-03-01,112.71
442,Brandi Johnson,2022-07-28,707.9
246,Crystal Carter,2022-06-16,434.14
370,Janet Turner,2022-04-17,24.9
340,Jason Arnold,2022-09-11,782.59
52,David Salazar,2022-01-29,849.18
25,Kevin Garcia,2023-09-21,69.2
425,Nancy Rivera,2023-03-12,462.59
248,Megan Castro,2023-01-28,406.53
269,Seth Adams,2022-07-16,450.36
162,Timothy Mathis IV,2023-02-22,319.33
256,Mark Molina,2023-01-16,673.22
409,Tracy Harris,2023-06-20,288.97
435,Julia Vazquez,2023-02-12,243.21
314,Seth Marquez,2023-08-09,846.96
491,Amy Stevenson,2022-12-25,600.15
45,Mark Brown,2022-07-07,283.81
95,Cheryl Phillips,2023-03-23,949.64
382,Kayla Johnson,2023-01-09,383.63
218,Melissa Gonzalez,2023-09-02,615.34
318,Dr. Jose Woods,2022-10-19,367.95
208,Jonathan Adams,2022-11-09,515.56
487,Luis Gonzales,2022-02-22,289.18
166,Lori Smith,2023-07-01,56.4
481,Tim Adams,2023-01-03,777.04
93,Sandra Sharp,2022-02-11,717.98
406,Anthony Dillon,2022-07-06,592.11
86,Phillip Robinson,2023-10-25,18.97
378,Alexandria Shaw,2023-12-09,762.03
94,Adam Simmons,2023-11-17,655.43
324,Tanya Henry,2023-10-13,263.41
210,Molly Yates,2023-06-09,126.21
20,Donna Taylor,2023-09-29,41.19
302,Charles Hall,2023-05-28,493.9
77,Jessica Pratt,2023-05-16,91.39
356,Pamela Riley,2022-01-29,195.9
343,Rhonda Patterson,2023-03-15,859.96
350,Samuel Norris,2023-04-30,269.9
297,Phillip West,2023-07-19,658.72
406,Brian Moran,2023-10-13,998.02
207,Kristen Stephenson,2023-07-31,120.64
458,Jeff Cole,2022-01-15,664.07
490,Matthew Martinez,2022-09-12,650.68
123,Anthony Joseph,2023-02-02,181.95
475,Joshua Vaughan,2022-02-19,325.09
402,Scott Medina,2023-07-13,561.3
442,Preston Thompson,2022-04-20,793.95
45,Leslie White,2023-06-09,814.24
300,Anne Harris,2023-09-01,375.27
124,Kayla Patel,2022-03-25,279.49
334,Scott Henry,2023-08-27,340.33
381,Brooke Dickerson,2022-08-05,485.25
450,Sheena House,2022-10-04,501.9
496,Lisa Foster,2023-09-06,928.48
413,Paul Hudson,2023-01-25,357.9
202,Michelle Hunt,2022-02-11,979.28
387,Ariel Owens,2023-02-22,397.75
178,Janet Carter,2023-03-21,958.09
272,David Perez,2023-07-18,901.66
240,Michael Ramirez,2022-12-14,754.34
178,Mia Berg,2023-02-20,282.8
104,Bianca Baker,2022-07-12,630.3
334,Amy Carlson,2023-06-30,121.37
221,Dana Zimmerman,2022-05-06,992.71
150,Andrew Sanders,2022-10-26,928.49
204,Christopher Ramos,2023-10-28,894.53
10,Anna White,2022-03-15,556.66
63,Stephanie Stanley,2022-04-02,411.13
386,Andrew Barber,2023-10-03,333.53
297,Leslie Suarez,2023-08-26,867.6
260,Lauren Hunter,2022-06-09,573.86
